Gene stable ID	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type	logFC	logCPM	LR	PValue	FDR
ENSGALG00000003732	UCK1	uridine-cytidine kinase 1 [Source:NCBI gene;Acc:771901]	17	6532711	6537248	-1	protein_coding	0.0845446949653722	4.69546531945019	0.575442794111018	0.448104164720867	0.567834048717943
ENSGALG00000003733	LIFR	leukemia inhibitory factor receptor alpha [Source:NCBI gene;Acc:395262]	Z	12007437	12057034	-1	protein_coding	0.499612628120659	6.22427436032904	56.5212817225072	5.55934188278589e-14	9.03455009985576e-13
ENSGALG00000003734	SZRD1	SUZ RNA binding domain containing 1 [Source:NCBI gene;Acc:419462]	21	4377697	4391855	1	protein_coding	0.0846331110613908	4.66814687204958	0.565696373526223	0.451974148917217	0.572200632794028
ENSGALG00000003738	EMC3	ER membrane protein complex subunit 3 [Source:NCBI gene;Acc:415936]	12	3201509	3205400	1	protein_coding	0.233123894493674	6.37106498935159	13.8363119709954	0.000199444279305423	0.000975983034793475
ENSGALG00000003743	VPS37B	VPS37B, ESCRT-I subunit [Source:NCBI gene;Acc:416835]	15	5528999	5539743	1	protein_coding	-0.406960408149563	1.36730310593403	1.09040890406026	0.296380626717366	0.417558692267691
ENSGALG00000003745	NECAP2	NECAP endocytosis associated 2 [Source:NCBI gene;Acc:419464]	21	4391515	4398036	1	protein_coding	0.000925079352022674	2.7345059560341	1.67816982479252e-05	0.996731437448051	0.997278540972402
ENSGALG00000003748	ANO5	anoctamin 5 [Source:NCBI gene;Acc:422973]	5	2963916	3014137	1	protein_coding	-0.0872804190670579	3.86240789763264	0.341272527204589	0.559095614495611	0.669091666018
ENSGALG00000003750	PLCG1	phospholipase C gamma 1 [Source:NCBI gene;Acc:419175]	20	4900259	4930546	1	protein_coding	0.518508761195598	5.91675097154537	49.2535097457826	2.24930541871982e-12	3.22420096520822e-11
ENSGALG00000003751		N-acylsphingosine amidohydrolase 2 [Source:NCBI gene;Acc:423679]	6	10457505	10473583	1	protein_coding	-2.38027633470978	-0.571300084476934	2.97375161143545	0.0846253926210884	0.161907578796797
ENSGALG00000003753	CYLD	CYLD lysine 63 deubiquitinase [Source:NCBI gene;Acc:415725]	11	6153713	6171640	-1	protein_coding	-1.35732710904882	0.580711338547591	5.33476178833296	0.0209041967714456	0.0535306017535239
ENSGALG00000003757	POMT1	protein O-mannosyltransferase 1 [Source:NCBI gene;Acc:417175]	17	6519929	6533687	1	protein_coding	-0.131444212066633	3.53955561010485	0.613863087814081	0.433336985884026	0.554251738347982
ENSGALG00000003758	MREG	melanoregulin [Source:NCBI gene;Acc:424013]	7	4556218	4564139	-1	protein_coding	1.24714242276321	1.40850167586608	9.46292030450833	0.00209667008453193	0.00764885947782711
ENSGALG00000003759	RORA	RAR related orphan receptor A [Source:NCBI gene;Acc:415377]	10	5138735	5486292	1	protein_coding	0.0385340825180391	4.50906596334251	0.105007132189533	0.745901664180988	0.822122997193134
ENSGALG00000003767	NKD1	naked cuticle homolog 1 [Source:NCBI gene;Acc:415729]	11	6241053	6411630	-1	protein_coding	-0.840978117856154	4.89014042312817	63.9102428051073	1.30218852709027e-15	2.34244011855037e-14
ENSGALG00000003770	ANXA2	annexin A2 pseudogene 2 [Source:NCBI gene;Acc:396297]	10	5524170	5556443	1	protein_coding	0.703192978914536	6.49131807168855	131.792599539921	1.66096385620498e-30	6.51109738183293e-29
ENSGALG00000003771	SIN3B	SIN3 transcription regulator family member B [Source:NCBI gene;Acc:420140]	28	4364672	4376473	-1	protein_coding	-1.12032217370598	1.44861638110089	8.45350481359977	0.0036434064819543	0.0122797955911045
ENSGALG00000003775	RICTOR	RPTOR independent companion of MTOR complex 2 [Source:NCBI gene;Acc:427447]	Z	12187279	12262599	-1	protein_coding	0.161760030225011	2.28113681641952	0.361340641782798	0.547762618535681	0.657976909272349
ENSGALG00000003777	NELL1	neural EGFL like 1 [Source:NCBI gene;Acc:770845]	5	2461637	2746195	1	protein_coding	-3.05378896666044	0.0661372991197639	10.7610156919378	0.00103660479344886	0.00414682156097724
ENSGALG00000003778	TMEM38A	transmembrane protein 38A [Source:NCBI gene;Acc:771253]	28	4384819	4391056	-1	protein_coding	-0.000944878136907634	4.30589733420658	5.47641928649867e-05	0.994095482105084	0.99619042402266
ENSGALG00000003781	SUN1	Sad1 and UNC84 domain containing 1 [Source:NCBI gene;Acc:416449]	14	2550586	2578126	1	protein_coding	-0.113104506734365	3.98670768138292	0.626491691833543	0.428645112171933	0.549993734396787
ENSGALG00000003786	BRD7	bromodomain containing 7 [Source:NCBI gene;Acc:415730]	11	6508615	6522917	1	protein_coding	-0.130528017734028	7.67233902727207	10.4387889667177	0.00123396150484434	0.00483029240461078
ENSGALG00000003788	BNIP2	BCL2 interacting protein 2 [Source:NCBI gene;Acc:415379]	10	5823812	5839785	1	protein_coding	-0.342061502516953	4.53495779371808	8.44031610349358	0.00366992450530022	0.0123501428659903
ENSGALG00000003792	FYB	FYN binding protein [Source:NCBI gene;Acc:427448]	Z	12272880	12313334	-1	protein_coding	-3.438842607198	1.25881003998698	43.0276622826803	5.39713311240271e-11	6.78487871843085e-10
ENSGALG00000003793	GTF2A2	general transcription factor IIA subunit 2 [Source:NCBI gene;Acc:770910]	10	5843239	5848304	1	protein_coding	0.386992439535619	7.47712525167214	79.2665866616252	5.42698219451208e-19	1.24173439877361e-17
ENSGALG00000003794	SLC35E1	solute carrier family 35 member E1 [Source:NCBI gene;Acc:420143]	28	4412468	4417567	1	protein_coding	-0.732037389034118	1.88814770498878	5.37068337466518	0.0204779531480908	0.0525502482256945
ENSGALG00000003795	DENR	density regulated re-initiation and release factor [Source:NCBI gene;Acc:771794]	15	5566666	5572747	-1	protein_coding	0.0183247096177	7.72227321049599	0.212111224146818	0.64511765686865	0.739353642792877
ENSGALG00000003798	GET4	golgi to ER traffic protein 4 [Source:NCBI gene;Acc:416450]	14	2579659	2589053	1	protein_coding	-0.0824890927774397	5.79018600479352	1.17599433224992	0.278172981123877	0.396866409411928
ENSGALG00000003799	USP4	ubiquitin specific peptidase 4 [Source:NCBI gene;Acc:415937]	12	3209127	3238321	-1	protein_coding	-0.307773438576369	3.36208493268737	2.95696174299854	0.0855084774815329	0.163185370831159
ENSGALG00000003800	PABPC4	poly(A) binding protein cytoplasmic 4 [Source:NCBI gene;Acc:419674]	23	5616117	5628117	-1	protein_coding	-0.278967736067232	0.388057373129982	0.196597251638109	0.657481580405213	0.747605885215365
ENSGALG00000003802	OTUD7A	OTU deubiquitinase 7A [Source:NCBI gene;Acc:415380]	10	5926089	5995672	1	protein_coding	0.420347878209901	3.189482747249	4.76033714663625	0.0291228430203341	0.0705462976995336
ENSGALG00000003806	RHOA	ras homolog family member A [Source:NCBI gene;Acc:395442]	12	3243952	3262378	-1	protein_coding	0.12747549146225	9.8286398450863	37.3554391394222	9.84459393837172e-10	1.07241358470091e-08
ENSGALG00000003807	GPN3	GPN-loop GTPase 3 [Source:NCBI gene;Acc:427696]	15	5572249	5577062	1	protein_coding	0.393801381433724	5.66375726517506	24.099430296583	9.14873591964585e-07	7.02173507039766e-06
ENSGALG00000003812	UBE2F	ubiquitin conjugating enzyme E2 F (putative) [Source:NCBI gene;Acc:424015]	7	4582880	4684385	1	protein_coding	-0.120161516183887	7.68862659557658	8.94160211316477	0.0027874812697743	0.00973393443407455
ENSGALG00000003815	RPN2	ribophorin II [Source:NCBI gene;Acc:419177]	20	5019515	5049331	1	protein_coding	0.0368373688512622	6.96869120177317	0.520955863224025	0.470434222556605	0.589430529511008
ENSGALG00000003816	NT5C1A	5'-nucleotidase, cytosolic IA [Source:NCBI gene;Acc:419675]	23	5644988	5652023	-1	protein_coding	-0.137845089208825	0.959214649020767	0.0867141938542766	0.76839669175468	0.839304630347068
ENSGALG00000003818	CYFIP2	cytoplasmic FMR1 interacting protein 2 [Source:NCBI gene;Acc:416246]	13	12072751	12112751	-1	protein_coding	3.10867042654282	-0.419301973026515	5.16184117936451	0.0230884087871072	0.0578639333992359
ENSGALG00000003820	ARPC3	actin related protein 2/3 complex subunit 3 [Source:NCBI gene;Acc:416837]	15	5578016	5582595	1	protein_coding	0.265777147091825	6.77916557657245	23.6604420203819	1.14920643247112e-06	8.69296313343666e-06
ENSGALG00000003821	RAMP1	receptor activity modifying protein 1 [Source:NCBI gene;Acc:424016]	7	4685059	4695434	-1	protein_coding	0.374856781702426	2.74257195545214	2.72666376189671	0.0986852382442231	0.183144241550689
ENSGALG00000003824	CHERP	calcium homeostasis endoplasmic reticulum protein [Source:NCBI gene;Acc:420144]	28	4420685	4433351	1	protein_coding	-0.48733070896223	5.15675628722596	26.3634611878712	2.82840769131319e-07	2.33114505801751e-06
ENSGALG00000003826	ANAPC7	anaphase promoting complex subunit 7 [Source:NCBI gene;Acc:416838]	15	5583594	5591583	1	protein_coding	-0.276928323582414	5.21885915276395	8.93224245168514	0.00280180145713966	0.00975280157120828
ENSGALG00000003829	HPCAL4	hippocalcin like 4 [Source:NCBI gene;Acc:419676]	23	5653211	5655702	-1	protein_coding	1.23266069376089	2.61627318034484	24.3283416403789	8.12349856650574e-07	6.26563496628161e-06
ENSGALG00000003832	TEX264	testis expressed 264 [Source:NCBI gene;Acc:415938]	12	3286872	3310838	1	protein_coding	-0.124845670938147	5.70590774021641	2.54316871230556	0.110772279920643	0.198176404234147
ENSGALG00000003833	CACNA1E	calcium voltage-gated channel subunit alpha1 E [Source:NCBI gene;Acc:424412]	8	6089202	6161870	-1	protein_coding	0.633168440876427	-0.493300288137291	0.248819100751812	0.617907814981309	0.717696316536036
ENSGALG00000003837	ADCY7	adenylate cyclase 7 [Source:NCBI gene;Acc:415732]	11	6526571	6580958	-1	protein_coding	-0.133345582786262	0.258774215808407	0.0385499006433818	0.844343048551964	0.897434556683973
ENSGALG00000003838		protein FAM49A-like [Source:NCBI gene;Acc:419677]	23	5656815	5662254	1	protein_coding	2.82378924719169	0.0661200891668351	8.79730793971273	0.00301675364081292	0.0103709763688208
ENSGALG00000003842	GHRH	growth hormone releasing hormone [Source:NCBI gene;Acc:419178]	20	5042743	5050245	-1	protein_coding	2.26691693699358	-0.571303638094092	2.58096354677237	0.108155807178137	0.19449197013593
ENSGALG00000003845	MKNK2	MAP kinase interacting serine/threonine kinase 2 [Source:NCBI gene;Acc:429269]	28	2220234	2226350	1	protein_coding	-1.70782020183509	-0.0973659933045637	3.45425794953976	0.0630890475438811	0.128444697130943
ENSGALG00000003849	TRPM1	transient receptor potential cation channel subfamily M member 1 [Source:NCBI gene;Acc:427494]	10	6125779	6175117	1	protein_coding	-1.63374849611715	-0.653763107227715	1.48688866453162	0.222699829283712	0.338630157199503
ENSGALG00000003851	TRIT1	tRNA isopentenyltransferase 1 [Source:NCBI gene;Acc:419678]	23	5664869	5678872	-1	protein_coding	0.602375784386328	4.13827557219016	19.0826738313507	1.25176153283682e-05	7.85907915306329e-05
ENSGALG00000003854	IFT81	intraflagellar transport 81 [Source:NCBI gene;Acc:416839]	15	5671460	5710128	-1	protein_coding	0.481464933023835	3.83614861837912	9.92962189929467	0.00162639939527846	0.00611059092619736
ENSGALG00000003855	SRC	SRC proto-oncogene, non-receptor tyrosine kinase [Source:NCBI gene;Acc:396442]	20	5066108	5083688	1	protein_coding	-0.967696223908485	-0.281793295516033	0.890389832064496	0.345371688989029	0.468071289123455
ENSGALG00000003859	KRT222	keratin 222 [Source:NCBI gene;Acc:420046]	27	7320674	7326276	-1	protein_coding	-0.0619948821500093	0.986694890468911	0.0179857827320093	0.893314735411762	0.930228015894213
ENSGALG00000003860	MID2	midline 2 [Source:NCBI gene;Acc:422131]	4	1724355	1762986	-1	protein_coding	2.69283825588044	0.0136533958231642	7.68908681044921	0.00555557308834061	0.0175814467920838
ENSGALG00000003861		HECT and RLD domain containing E3 ubiquitin protein ligase 4 [Source:NCBI gene;Acc:423683]	6	11141114	11168922	-1	protein_coding	-0.612691588442104	3.11056532026248	9.6527718974735	0.0018906607491067	0.00698822460729301
ENSGALG00000003862	LRRFIP1	LRR binding FLII interacting protein 1 [Source:NCBI gene;Acc:428996]	7	4706293	4793733	-1	protein_coding	-0.309480937465028	3.59865407883002	3.54895934239553	0.0595828074996901	0.122584116934558
ENSGALG00000003870	MED7	mediator complex subunit 7 [Source:NCBI gene;Acc:100857575]	13	12159620	12161948	1	protein_coding	0.099062198978885	5.54990701270774	1.43127572857001	0.231556351720841	0.349266558925781
ENSGALG00000003875	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:NCBI gene;Acc:417181]	17	6313958	6334825	1	protein_coding	0.0102411925413661	2.28114216032465	0.00145554596537867	0.969566795930533	0.978603917228889
ENSGALG00000003876	TIMD4	T-cell immunoglobulin and mucin domain containing 4 [Source:NCBI gene;Acc:416250]	13	12172827	12188986	1	protein_coding	1.53926685187184	-0.653764900005299	1.29049227409274	0.255957250638938	0.373154418853381
ENSGALG00000003878	PIN4	peptidylprolyl cis/trans isomerase, NIMA-interacting 4 [Source:NCBI gene;Acc:422134]	4	1675565	1676294	-1	protein_coding	-0.0923092029433208	8.37923015201475	8.21412056802665	0.00415656547433245	0.0137417339981332
ENSGALG00000003879	MFSD2A	major facilitator superfamily domain containing 2A [Source:NCBI gene;Acc:419679]	23	5688384	5696791	1	protein_coding	0.0267259690857113	4.16265274020994	0.0395498859323492	0.842363239474521	0.897333860926544
ENSGALG00000003880	STX10	syntaxin 10 [Source:NCBI gene;Acc:424413]	8	6189807	6203800	1	protein_coding	0.139811320380074	3.59861194686346	0.720266588297327	0.396056477286205	0.518204293824527
ENSGALG00000003881	ERCC6L	ERCC excision repair 6 like, spindle assembly checkpoint helicase [Source:NCBI gene;Acc:422135]	4	1669055	1673130	1	protein_coding	0.522569121140042	1.0401262541662	1.30533010429974	0.253241909212946	0.373154418853381
ENSGALG00000003882	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:NCBI gene;Acc:420047]	27	7303677	7318189	-1	protein_coding	-0.167084687890115	7.70431106137505	17.4697367535227	2.91917760810446e-05	0.000170736013874421
ENSGALG00000003883	MTMR10	myotubularin related protein 10 [Source:NCBI gene;Acc:415382]	10	6184394	6221492	1	protein_coding	0.0508706854350913	4.1686599462005	0.143809245353891	0.704523094159109	0.78730653732688
ENSGALG00000003886	SGCD	sarcoglycan delta [Source:NCBI gene;Acc:416251]	13	12229467	12420212	-1	protein_coding	-2.38027701427807	-0.571299761406489	2.97375259891527	0.0846253409742376	0.161907578796797
ENSGALG00000003891	ZNF423	zinc finger protein 423 [Source:NCBI gene;Acc:415738]	11	6697537	6892810	1	protein_coding	0.128039380684616	5.46940307159596	2.25929318831576	0.132814667276011	0.229659132964069
ENSGALG00000003893	XPR1	xenotropic and polytropic retrovirus receptor 1 [Source:NCBI gene;Acc:424415]	8	6212265	6287512	-1	protein_coding	-0.873450314946604	3.67248363609324	29.0247568390661	7.14592074514534e-08	6.31299961144222e-07
ENSGALG00000003899	RAB17	RAB17, member RAS oncogene family [Source:NCBI gene;Acc:424017]	7	4804962	4812496	1	protein_coding	-1.04719789623664	0.0661318539148319	1.78065295906378	0.182069167266463	0.296632702735881
ENSGALG00000003901	P2RX4	purinergic receptor P2X 4 [Source:NCBI gene;Acc:374166]	15	5727682	5734094	1	protein_coding	-0.906123506091674	3.29226059882095	23.6504124520189	1.15521148276079e-06	8.72551656557652e-06
ENSGALG00000003906	MPHOSPH10	M-phase phosphoprotein 10 [Source:NCBI gene;Acc:415384]	10	6237778	6318535	-1	protein_coding	-0.085671231019686	6.08933286620303	1.55732340051628	0.212057556621482	0.331847848166232
ENSGALG00000003907	N4BP1	NEDD4 binding protein 1 [Source:NCBI gene;Acc:415739]	11	7288050	7304749	1	protein_coding	-0.132862087730381	4.68086449306744	1.4126376370195	0.234619023567246	0.353106957582905
ENSGALG00000003909	PIGT	phosphatidylinositol glycan anchor biosynthesis class T [Source:NCBI gene;Acc:419179]	20	5094149	5101033	-1	protein_coding	-0.441172644970405	4.93306923797437	18.5154245760519	1.68534839088461e-05	0.000103380007577706
ENSGALG00000003911	CACNG5	calcium voltage-gated channel auxiliary subunit gamma 5 [Source:NCBI gene;Acc:417429]	18	7295811	7307917	-1	protein_coding	0.0606312844379859	3.62508824921543	0.138446158420905	0.709830653431367	0.792266339073258
ENSGALG00000003913	MCEE	methylmalonyl-CoA epimerase [Source:NCBI gene;Acc:415385]	10	6245695	6255517	1	protein_coding	0.0637795628465186	4.20713024983432	0.232219963155029	0.629882622651445	0.727668039249445
ENSGALG00000003914	CALR3	calreticulin 3 [Source:NCBI gene;Acc:420146]	28	4437755	4441529	1	protein_coding	0.624312327079556	4.49945942872969	26.4111491606088	2.75943105629462e-07	2.27772811039202e-06
ENSGALG00000003916	SIAH1	siah E3 ubiquitin protein ligase 1 [Source:NCBI gene;Acc:374076]	11	7356723	7375225	1	protein_coding	0.180826784742727	4.94522471679311	3.12387687420547	0.077153020034826	0.151821263066011
ENSGALG00000003919	MRPL22	mitochondrial ribosomal protein L22 [Source:NCBI gene;Acc:416253]	13	12712730	12720801	-1	protein_coding	-0.0545820699178072	6.02367334953812	0.604110390105995	0.437014009720579	0.557715545427535
ENSGALG00000003920		OCRL, inositol polyphosphate-5-phosphatase [Source:NCBI gene;Acc:422136]	4	1648817	1669836	-1	protein_coding	0.0250704841509818	3.6892228959576	0.0248144559945408	0.874830280334347	0.919471341150947
ENSGALG00000003921	DBNDD2	dysbindin domain containing 2 [Source:NCBI gene;Acc:419180]	20	5102003	5104991	-1	protein_coding	-0.122705324941397	4.87167077697809	1.37712348775406	0.24059173028733	0.360755655902457
ENSGALG00000003922	TOP2A	topoisomerase (DNA) II alpha [Source:NCBI gene;Acc:395570]	27	7235585	7253739	-1	protein_coding	-0.207469442060213	6.98562573446295	16.7551120270055	4.25275309183346e-05	0.000239384254067846
ENSGALG00000003923	COL6A3	collagen type VI alpha 3 chain [Source:NCBI gene;Acc:396548]	7	4846504	4899768	1	protein_coding	-1.37566489006602	5.60799323712307	266.125405227782	7.93199694273939e-60	7.05302850103583e-58
ENSGALG00000003924	ACBD6	acyl-CoA binding domain containing 6 [Source:NCBI gene;Acc:424416]	8	6289074	6355763	1	protein_coding	-0.0509702812197848	5.85125066616154	0.468057097229285	0.493882355123361	0.611523980299355
ENSGALG00000003929	SYS1	SYS1, golgi trafficking protein [Source:NCBI gene;Acc:419183]	20	5120205	5122460	-1	protein_coding	-0.0530768280192211	5.91432887532961	0.53003448631801	0.466592361082426	0.585623210139831
ENSGALG00000003930	APBA2	amyloid beta precursor protein binding family A member 2 [Source:NCBI gene;Acc:415386]	10	6257701	6346419	1	protein_coding	0.0347763175525392	3.81335692856653	0.0521853812099553	0.819303264206361	0.879923426094752
ENSGALG00000003932	SDC4	syndecan 4 [Source:NCBI gene;Acc:419184]	20	5127284	5143926	1	protein_coding	-1.00411851471042	5.47099767756223	134.549712649551	4.14218911650924e-31	1.65339862654239e-29
ENSGALG00000003933	QSOX1	quiescin Q6 sulfhydryl oxidase 1 [Source:NCBI gene;Acc:373914]	8	6368170	6376220	-1	protein_coding	0.36892781587563	3.80948025682363	5.76665842016415	0.0163330629815969	0.0434422932465285
ENSGALG00000003935	PBLD	phenazine biosynthesis like protein domain containing [Source:NCBI gene;Acc:423685]	6	11267674	11282106	-1	protein_coding	-0.0798476571744102	2.93120139242308	0.145030330436323	0.703330525609461	0.786295201736755
ENSGALG00000003936	PPT1	palmitoyl-protein thioesterase 1 [Source:NCBI gene;Acc:419681]	23	5709280	5713960	-1	protein_coding	-0.121109633115654	5.01369135922287	1.48138117518162	0.223558549616035	0.339733202327438
ENSGALG00000003937	GEMIN5	gem nuclear organelle associated protein 5 [Source:NCBI gene;Acc:416254]	13	12720692	12738061	1	protein_coding	0.10125401904337	4.12912248267436	0.553077155498205	0.45706308887996	0.575976380122148
ENSGALG00000003939	KLF2	Kruppel like factor 2 [Source:NCBI gene;Acc:420148]	28	4484819	4487194	-1	protein_coding	0.247327266869369	2.80565433066952	1.25384583678931	0.262819212521323	0.380596768259507
ENSGALG00000003941	FUBP3	far upstream element binding protein 3 [Source:NCBI gene;Acc:417184]	17	6210644	6246892	1	protein_coding	0.117790360971736	6.66488253129077	4.33122278347485	0.037419354948639	0.0849253963629932
ENSGALG00000003942	LONP2	lon peptidase 2, peroxisomal [Source:NCBI gene;Acc:415740]	11	7378128	7417829	-1	protein_coding	-0.180584322383732	4.95055670663483	3.1524741468141	0.0758119325874347	0.149559001931597
ENSGALG00000003944	FAM189A1	family with sequence similarity 189 member A1 [Source:NCBI gene;Acc:415387]	10	6348118	6409092	-1	protein_coding	-2.61659996422627	-0.0973644584387836	6.90607708102788	0.0085903260701097	0.0256350330774324
ENSGALG00000003947	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3 [Source:NCBI gene;Acc:423686]	6	11282256	11288754	1	protein_coding	0.136952945251911	8.78546389162188	23.1500894524458	1.49836234001494e-06	1.11177672406672e-05
ENSGALG00000003948	ALAS1	5'-aminolevulinate synthase 1 [Source:NCBI gene;Acc:552895]	12	3345428	3352328	1	protein_coding	-0.937393420680032	5.26185926389337	102.060820919916	5.38429849596741e-24	1.56617214495733e-22
ENSGALG00000003950	CNOT8	CCR4-NOT transcription complex subunit 8 [Source:NCBI gene;Acc:416255]	13	12738476	12745824	-1	protein_coding	0.331465706955662	5.801665745043	18.8498717937521	1.41420605874801e-05	8.78816571848127e-05
ENSGALG00000003952	RBPJL	recombination signal binding protein for immunoglobulin kappa J region like [Source:NCBI gene;Acc:419185]	20	5148004	5151439	-1	protein_coding	-3.23461319662171	-0.419295133233593	5.94739737693867	0.014739031491486	0.0398716025835277
ENSGALG00000003955	CEP350	centrosomal protein 350 [Source:NCBI gene;Acc:424417]	8	6384431	6436044	-1	protein_coding	0.257262068474152	3.1716465852486	1.77792067266856	0.182404863281535	0.296825173294175
ENSGALG00000003958	PRMT3	protein arginine methyltransferase 3 [Source:NCBI gene;Acc:422975]	5	2270331	2405844	1	protein_coding	0.292486522519301	3.89173838531637	3.86254502266484	0.0493753783210514	0.105348910007284
ENSGALG00000003959	AP1M1	adaptor related protein complex 1 mu 1 subunit [Source:NCBI gene;Acc:420149]	28	4510264	4518819	-1	protein_coding	-0.639329692850035	4.06620835650168	20.9359569860875	4.74896333779521e-06	3.24013799285504e-05
ENSGALG00000003965	LEUTX	leucine twenty homeobox [Source:NCBI gene;Acc:422976]	5	2267447	2271334	-1	protein_coding	3.10867042654282	-0.419301973026515	5.16184117936451	0.0230884087871072	0.0578639333992359
ENSGALG00000003966		ribosomal protein L23a [Source:NCBI gene;Acc:417574]	19	5949676	5952152	1	protein_coding	0.00349110207135639	12.6083445293346	0.738276712373444	0.390213468385771	0.512583798550169
ENSGALG00000003969	EMC1	ER membrane protein complex subunit 1 [Source:NCBI gene;Acc:419470]	21	4663917	4673877	-1	protein_coding	-0.261779114258096	5.71831246086507	11.2760386869348	0.000785139128609016	0.00326132421177243
ENSGALG00000003972	FAXDC2	fatty acid hydroxylase domain containing 2 [Source:NCBI gene;Acc:416256]	13	12745890	12760743	1	protein_coding	-0.802314704478244	0.46823172560007	1.74314454799196	0.18674088447571	0.302530744113588
ENSGALG00000003973	TLCD1	TLC domain containing 1 [Source:NCBI gene;Acc:417575]	19	5955265	5957173	-1	protein_coding	-0.213894296132264	0.9866970871905	0.214298774613153	0.643418731776108	0.737715763647688
ENSGALG00000003976	BCORL1	BCL6 corepressor-like 1 [Source:NCBI gene;Acc:428687]	4	1591207	1611198	-1	protein_coding	-0.378721413059178	0.93120274697212	0.636131156415172	0.425115243596874	0.547001204064813
ENSGALG00000003977	TWF2	twinfilin actin binding protein 2 [Source:NCBI gene;Acc:415940]	12	3353843	3372272	-1	protein_coding	-0.660122943909277	4.96629078569938	42.0284704998738	8.99541424565461e-11	1.10666867946822e-09
ENSGALG00000003978	CIB3	calcium and integrin binding family member 3 [Source:NCBI gene;Acc:420151]	28	4519896	4523865	1	protein_coding	-0.841009447121056	-0.493298360219367	0.445210785412195	0.504618094411121	0.618051122722947
ENSGALG00000003985	TARSL2	threonyl-tRNA synthetase like 2 [Source:NCBI gene;Acc:415389]	10	6664537	6680129	1	protein_coding	0.0281931925683145	4.09797333231026	0.0420338128057005	0.837555332304442	0.893430475901071
ENSGALG00000003986	PITHD1	PITH domain containing 1 [Source:NCBI gene;Acc:419684]	23	5732085	5733729	1	protein_coding	-0.119090910826717	5.45233815715118	1.94254320816548	0.16339266241424	0.272287909313507
ENSGALG00000003991	MRTO4	MRT4 homolog, ribosome maturation factor [Source:NCBI gene;Acc:428192]	21	4673991	4676457	1	protein_coding	0.362751646157512	7.37142339565257	65.0610318618712	7.26139006466055e-16	1.33925502760864e-14
ENSGALG00000003995	ERAL1	Era like 12S mitochondrial rRNA chaperone 1 [Source:NCBI gene;Acc:374084]	19	6005974	6009998	-1	protein_coding	0.437332883496138	3.45349644758671	6.23906105672228	0.0124962709241568	0.035089322020968
ENSGALG00000003999	NAV2	neuron navigator 2 [Source:NCBI gene;Acc:422977]	5	1958644	2261543	1	protein_coding	-0.0807054393889138	3.88813844267364	0.297191196867906	0.585648669779	0.692159012467357
ENSGALG00000004002	LYPLA2	lysophospholipase II [Source:NCBI gene;Acc:419685]	23	5733966	5739642	1	protein_coding	-0.0589697552627526	3.28668286009564	0.102730869979164	0.74857677330583	0.823991965544068
ENSGALG00000004003	AIFM1	apoptosis inducing factor, mitochondria associated 1 [Source:NCBI gene;Acc:428688]	4	1576520	1588476	1	protein_coding	-0.175411549109765	6.54141191513301	8.88401611252114	0.00287678029283158	0.00994731143303795
ENSGALG00000004004	PHKB	phosphorylase kinase regulatory subunit beta [Source:NCBI gene;Acc:415741]	11	7505176	7578698	-1	protein_coding	0.175721597875583	2.88812152465393	0.675372821783331	0.411184644681993	0.533410669363344
ENSGALG00000004005	AKR7L	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase) [Source:NCBI gene;Acc:419471]	21	4676382	4680371	-1	protein_coding	0.125487102826777	5.04337758231213	1.61462611962371	0.203842729563592	0.322078580357845
ENSGALG00000004017	TOR1AIP2	torsin 1A interacting protein 2 [Source:NCBI gene;Acc:424419]	8	6457160	6463744	1	protein_coding	-1.25759042984696	0.651101056345148	4.99017747044394	0.0254915942255586	0.0628781159325516
ENSGALG00000004019	MARS2	methionyl-tRNA synthetase 2, mitochondrial [Source:NCBI gene;Acc:428689]	4	1573612	1576698	-1	protein_coding	0.155722885851549	2.75861202988526	0.4819001654621	0.48756287813887	0.604794737235434
ENSGALG00000004028	MATN4	matrilin 4 [Source:NCBI gene;Acc:428140]	20	5162754	5167745	1	protein_coding	-2.86978237057189	-0.493296482031989	4.46058862241451	0.0346855432124728	0.0794796163452984
ENSGALG00000004033	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10 [Source:NCBI gene;Acc:416260]	13	12866217	12903053	-1	protein_coding	2.10765741277791	0.388044998215398	8.53284043543559	0.00348794933932422	0.0117995196557333
ENSGALG00000004034	CAPZB	capping actin protein of muscle Z-line beta subunit [Source:NCBI gene;Acc:396418]	21	4686160	4739361	-1	protein_coding	0.0348637708501137	7.66625911937936	0.740148622654637	0.389613273141819	0.512040419172323
ENSGALG00000004035	CRYBA1	crystallin beta A1 [Source:NCBI gene;Acc:396499]	19	6109485	6113457	1	protein_coding	-0.312454809782315	0.843738666994502	0.398442154415996	0.527894891743188	0.638418558203134
ENSGALG00000004037	DNA2	DNA replication helicase/nuclease 2 [Source:NCBI gene;Acc:423688]	6	11315563	11330111	-1	protein_coding	-0.790709445027768	3.41870917438612	19.9225649510042	8.06428723117439e-06	5.24994699091395e-05
