geneSymbol	Chromosome.scaffold.name	Gene.start..bp.	Gene.end..bp.	Strand	Gene.type	Gene.name	Gene.description	logFC	logCPM	LR	PValue	FDR
ENSCJPG00005011013	3	87700477	87704299	1	lncRNA			8.54674741708802	0.653604946309941	64.3664582221059	1.03301864660335e-15	5.09590722666226e-15
ENSCJPG00005011015	3	87728165	87805100	1	protein_coding	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:NCBI gene;Acc:107312199]	-0.303091082592448	5.90852670992137	2.26868978464788	0.132011465384008	0.167555025124928
ENSCJPG00005011017	3	87805654	87809530	-1	protein_coding	ITGB1BP1	integrin subunit beta 1 binding protein 1 [Source:NCBI gene;Acc:107312204]	-1.46826429397594	4.55157068208825	40.9190241442691	1.58669048874497e-10	5.49892517678624e-10
ENSCJPG00005011027	3	87809551	87819280	1	protein_coding	CPSF3	cleavage and polyadenylation specific factor 3 [Source:NCBI gene;Acc:107312201]	0.144703330813179	6.57855302740877	0.861414542155629	0.353343144590968	0.404421803501832
ENSCJPG00005011028	3	87819569	87821877	1	protein_coding	IAH1	isoamyl acetate hydrolyzing esterase 1 (putative) [Source:NCBI gene;Acc:107312202]	-0.479201213061541	2.09015673029471	1.20718868046314	0.271889612096554	0.320113051380706
ENSCJPG00005011030	3	87820545	87846160	-1	protein_coding	ADAM17	ADAM metallopeptidase domain 17 [Source:NCBI gene;Acc:107312200]	-1.15986219699563	7.18505590541934	44.9083058565363	2.06480193071503e-11	7.64959574408668e-11
ENSCJPG00005011031	3	87861040	87880590	-1	protein_coding	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:NCBI gene;Acc:107312216]	-0.52883016279227	7.82780961865133	12.8032167839038	0.00034602387303076	0.000662018604214106
ENSCJPG00005011032	3	87963122	88008227	1	protein_coding	TAF1B	TATA-box binding protein associated factor, RNA polymerase I subunit B [Source:NCBI gene;Acc:107312222]	1.14091508360246	5.47642274684586	16.4474647572374	5.00170266466172e-05	0.000105976779483585
ENSCJPG00005011034	3	88008290	88042109	1	protein_coding	GRHL1	grainyhead like transcription factor 1 [Source:NCBI gene;Acc:107312228]	-1.20993673366723	5.6958695077681	30.7208588998681	2.97944902603002e-08	8.67700773767627e-08
ENSCJPG00005011036	3	88043391	88049681	1	protein_coding	KLF11	Kruppel like factor 11 [Source:NCBI gene;Acc:107312226]	1.02936132900664	5.70277477685569	13.1146695071109	0.000292992491512915	0.000566306822526068
ENSCJPG00005011037	3	88053063	88055502	-1	protein_coding			-1.87830677983454	0.224844222080872	9.31841404289661	0.00226862271997336	0.00388629506048546
ENSCJPG00005011038	3	88060140	88064454	1	protein_coding	RRM2	ribonucleotide reductase regulatory subunit M2 [Source:NCBI gene;Acc:107312233]	-1.41960520958714	5.8246604514393	46.2221587656417	1.05576164500145e-11	3.99212467810934e-11
ENSCJPG00005011039	3	88068437	88070224	-1	lncRNA		uncharacterized LOC107312192 [Source:NCBI gene;Acc:107312192]	8.06102152342945	4.24284061287629	99.737321979251	1.74010975650006e-23	1.26711628632413e-22
ENSCJPG00005011043	3	88251404	88285440	1	protein_coding	HPCAL1	hippocalcin like 1 [Source:NCBI gene;Acc:107312218]	0.68769106737148	4.70480327749249	6.4164276881609	0.0113069385549139	0.0174421912036322
ENSCJPG00005011044	3	88292285	88300365	-1	protein_coding	ODC1	ornithine decarboxylase 1 [Source:NCBI gene;Acc:107312224]	0.921146961453279	7.96453485602591	39.795335196522	2.82017865156011e-10	9.59050316603424e-10
ENSCJPG00005011045	3	88361655	88404971	-1	protein_coding	NOL10	nucleolar protein 10 [Source:NCBI gene;Acc:107312211]	-0.49544448843703	5.14474273563136	6.80689620728828	0.00908064689767767	0.0142039345777832
ENSCJPG00005011046	3	88408550	88422014	1	protein_coding	ATP6V1C2	ATPase H+ transporting V1 subunit C2 [Source:NCBI gene;Acc:107312213]	-0.854581644019447	7.00745390252845	22.0404944670332	2.66958439762785e-06	6.4399661764334e-06
ENSCJPG00005011047	3	88422099	88433088	-1	protein_coding	PDIA6	protein disulfide isomerase family A member 6 [Source:NCBI gene;Acc:107312212]	-0.913405174797588	8.12106993756311	30.8724314416828	2.75558548380614e-08	8.05311270001357e-08
ENSCJPG00005011048	3	88460686	88462944	-1	lncRNA			6.74819119668941	-0.942008705437817	39.6966903445416	2.96627757455091e-10	1.00730825107166e-09
ENSCJPG00005011049	3	88486960	88488423	1	protein_coding	KCNF1	potassium voltage-gated channel modifier subfamily F member 1 [Source:NCBI gene;Acc:107312232]	-3.34198698214848	1.89887754676511	43.4786556379055	4.28609003228392e-11	1.55448329145633e-10
ENSCJPG00005011050	3	88498842	88512500	1	lncRNA			3.99982279526364	-2.44420708136054	6.64732450218914	0.00993048322354255	0.0154477754887022
ENSCJPG00005011051	3	88555195	88557796	1	lncRNA			8.56773303167649	0.657412445217796	78.9651717241329	6.32146012872147e-19	3.72201376767355e-18
ENSCJPG00005011052	3	88600805	88613722	1	protein_coding	C2orf50	chromosome 3 open reading frame, human C2orf50 [Source:NCBI gene;Acc:107312210]	1.80695037070119	-1.20211137532392	5.50697984670397	0.0189407259580247	0.0280650929410411
ENSCJPG00005011053	3	88616380	88623369	1	protein_coding	SLC66A3	solute carrier family 66 member 3 [Source:NCBI gene;Acc:107312209]	-0.818769717148273	4.10616989312815	9.71723149152304	0.00182548295403108	0.00316296388538022
ENSCJPG00005011054	3	88628813	88716751	-1	protein_coding	ROCK2	Rho associated coiled-coil containing protein kinase 2 [Source:NCBI gene;Acc:107312208]	-0.179520513014815	6.50078319851199	1.25075355658108	0.263408600861576	0.311061302473305
ENSCJPG00005011055	3	88728017	88736772	-1	protein_coding	E2F6	E2F transcription factor 6 [Source:NCBI gene;Acc:107312221]	0.946458494601391	5.66013316904011	6.69008805587955	0.00969504162254192	0.0151035235131074
ENSCJPG00005011056	3	88729759	88732782	1	protein_coding			2.75017872056641	-1.28612013991704	10.7042304558715	0.00106890838123737	0.00191560498936397
ENSCJPG00005011057	3	88759011	88816248	1	protein_coding	GREB1	growth regulating estrogen receptor binding 1 [Source:NCBI gene;Acc:107312225]	-2.32574964909611	7.02646011960842	36.3373852305633	1.65949849791207e-09	5.36712636673312e-09
ENSCJPG00005011058	3	88822019	88882860	1	protein_coding	LPIN1	lipin 1 [Source:NCBI gene;Acc:107312217]	2.35762228382844	6.77175778281002	90.5776695480484	1.77856353488997e-21	1.17819108872243e-20
ENSCJPG00005011059	3	88929524	88937411	1	lncRNA			4.9192031274189	0.601207171763799	16.2930055937639	5.42638793687193e-05	0.000114508102852279
ENSCJPG00005011060	3	88999145	89038910	1	lncRNA			8.19803803457657	0.341967323941241	42.0657396762439	8.82559553305792e-11	3.12800974423867e-10
ENSCJPG00005011061	3	89263814	89284287	1	protein_coding	TRIB2	tribbles pseudokinase 2 [Source:NCBI gene;Acc:107312219]	-2.90411830599892	3.82401200606863	88.4644916010203	5.17556311546075e-21	3.37500085928146e-20
ENSCJPG00005011062	3	89288371	89312021	1	lncRNA			-3.37005525378528	-2.54725866051922	4.00311379606146	0.0454162872036472	0.0630885689141494
ENSCJPG00005011063	3	89333092	89367611	-1	lncRNA			4.31395783631416	-2.35028987713063	8.86994973995261	0.00289903122809203	0.00488225811027957
ENSCJPG00005011064	3	89345011	89390897	1	lncRNA			6.24870961079542	-1.28944501902213	23.0585056320376	1.57145763344458e-06	3.867089291518e-06
ENSCJPG00005011069	3	89881926	89886003	1	protein_coding	LRATD1	LRAT domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20743]	0.982746946954866	5.62284715759835	6.3074860226852	0.012022920195041	0.0184740322779528
ENSCJPG00005011070	3	89898995	89902497	1	lncRNA			2.05145406421245	-2.83469214730153	1.64402415329929	0.199774231257128	0.243746473576254
ENSCJPG00005011071	3	90069879	90074965	-1	lncRNA			3.72596803059716	-1.70204504938432	9.51999892320783	0.00203244701101116	0.00349917260788811
ENSCJPG00005011080	3	90101108	90241595	-1	protein_coding	NBAS	NBAS subunit of NRZ tethering complex [Source:NCBI gene;Acc:107312215]	-0.390085589289258	6.70825717076043	2.05706860812253	0.151501376165584	0.190071295138497
ENSCJPG00005011093	3	90241463	90262702	1	protein_coding	DDX1	DEAD-box helicase 1 [Source:NCBI gene;Acc:107312220]	0.00491771121185457	7.72423995135244	0.000583860618633025	0.980722425354984	0.984357954629782
ENSCJPG00005011094	3	90291909	90307691	-1	lncRNA			2.84474304837031	-2.72728814622838	3.14847090004381	0.0759981491492698	0.101071492165034
ENSCJPG00005011095	3	90467064	90494001	-1	lncRNA			3.91395326210068	-0.769592333489414	15.6683315756445	7.54774200769969e-05	0.00015647340920524
ENSCJPG00005011100	3	90500692	90503452	1	protein_coding	MYCN	MYCN proto-oncogene, bHLH transcription factor [Source:NCBI gene;Acc:107312230]	0.753457926309973	3.68291592309639	6.31532867851845	0.0119698554830153	0.0183983770532891
ENSCJPG00005011101	3	90552651	90577965	1	lncRNA			7.25759365122172	-0.533108190974704	44.2091024637654	2.95105853095357e-11	1.08327571508596e-10
ENSCJPG00005011106	3	90830646	90865266	-1	protein_coding	CYRIA	family with sequence similarity 49 member A [Source:NCBI gene;Acc:107312214]	0.900548034417945	5.90369129580881	23.308186866073	1.38011307423343e-06	3.4167796186817e-06
ENSCJPG00005011107	3	90960416	90979791	-1	lncRNA			6.080372219103	-1.43859626128853	22.766700661327	1.82907666027661e-06	4.47355848818799e-06
ENSCJPG00005011108	3	91191205	91198192	-1	lncRNA			3.10514523264284	-0.575329016435272	17.3188853936043	3.16030403989002e-05	6.84548561834882e-05
ENSCJPG00005011111	3	91246118	91261435	1	lncRNA			8.98762932934235	2.7738702180875	191.842037150942	1.2596911067839e-43	1.95608253932259e-42
ENSCJPG00005011113	3	91268198	91277229	-1	protein_coding			7.4159443549892	5.74719748709043	491.850625451507	5.63817606517461e-109	3.07921297377604e-107
ENSCJPG00005011114	3	91295047	91296258	1	lncRNA			0.158633677485574	-0.845776063556256	0.0647797232187823	0.799094928085096	0.828978516945005
ENSCJPG00005011115	3	91317685	91357132	1	protein_coding	VSNL1	visinin like 1 [Source:NCBI gene;Acc:107312271]	-0.440503192516934	4.34809643877575	1.07267328176892	0.3003423945766	0.348826860399986
ENSCJPG00005011116	3	91360447	91389311	-1	protein_coding	SMC6	structural maintenance of chromosomes 6 [Source:NCBI gene;Acc:107312287]	3.99568688766222	10.1705175527757	408.172139002607	9.16235270969777e-91	3.82906670633108e-89
ENSCJPG00005011117	3	91389941	91404473	1	protein_coding	GEN1	GEN1 Holliday junction 5' flap endonuclease [Source:NCBI gene;Acc:107312291]	1.79693732070942	7.00315900291915	101.246881662379	8.12044548024002e-24	6.01338381787882e-23
ENSCJPG00005011118	3	91418336	91418815	1	protein_coding	MSGN1	mesogenin 1 [Source:NCBI gene;Acc:107312250]	3.36774917860058	-2.62432450758163	4.58565187328129	0.0322407054303063	0.04597547075085
ENSCJPG00005011119	3	91426083	91437705	-1	protein_coding		uncharacterized LOC107312240 [Source:NCBI gene;Acc:107312240]	-7.11466136885488	5.62284688769556	103.490014359352	2.61709878455348e-24	1.98387646034133e-23
ENSCJPG00005011120	3	91451259	91522673	1	lncRNA			0.908092920698728	-1.65993921965767	1.17399943228449	0.278580986220514	0.327309673579217
ENSCJPG00005011121	3	91749524	91752883	-1	protein_coding	RDH14	retinol dehydrogenase 14 [Source:NCBI gene;Acc:107312293]	0.668938980116233	3.58837943629666	5.59136080745701	0.0180492688840131	0.0268248276015668
ENSCJPG00005011122	3	91758550	91763663	-1	protein_coding		cytosolic 5'-nucleotidase 1B-like [Source:NCBI gene;Acc:107312292]	-1.73061509688526	4.6889014171676	23.7029506018219	1.12410062650359e-06	2.80974001350996e-06
ENSCJPG00005011123	3	91764770	91775808	1	lncRNA			6.71255958548976	-0.994416583192982	23.1784504629669	1.47642574985984e-06	3.64583283433598e-06
ENSCJPG00005011124	3	91955642	91958582	1	lncRNA			6.03149913419506	-1.48069899506346	20.2540732787305	6.78089364735761e-06	1.57055300574461e-05
ENSCJPG00005011125	3	91958911	91974418	1	lncRNA			5.6719215403863	-1.6916160361195	21.3139026070522	3.89893573202346e-06	9.2660576724464e-06
ENSCJPG00005011127	3	92017578	92023738	-1	lncRNA			9.42862154463446	1.49320289066797	115.245126685095	6.95468546165468e-27	5.83829141112881e-26
ENSCJPG00005011128	3	92147914	92160223	1	lncRNA			4.41374808399376	-1.18388669341183	7.59939737470749	0.00583878129992971	0.00940545765961527
ENSCJPG00005011130	3	92201629	92208144	-1	lncRNA			2.4142433295555	-2.27901209617935	3.15934595544716	0.0754934233243319	0.100895826611996
ENSCJPG00005011136	3	92210544	92218667	-1	protein_coding	OSR1	odd-skipped related transcription factor 1 [Source:NCBI gene;Acc:107312299]	-6.11045986931179	3.44832089801525	154.964437031081	1.42549397586496e-35	1.68017757155291e-34
ENSCJPG00005011137	3	92275007	92294847	-1	lncRNA			4.75097752501959	-2.1902500617027	7.63843051578904	0.00571376116917284	0.00923191668483599
ENSCJPG00005011138	3	92368651	92491699	-1	lncRNA			6.5314398837635	1.13805398243103	82.8622895672652	8.79735922441064e-20	5.3928709735354e-19
ENSCJPG00005011142	3	92522324	92538645	1	protein_coding		zona pellucida sperm-binding protein 2-like [Source:NCBI gene;Acc:107312296]	3.92271057480854	2.25531506319856	43.5243340959031	4.18720063944353e-11	1.51962894265929e-10
ENSCJPG00005011143	3	92540506	92542525	-1	protein_coding	TTC32	tetratricopeptide repeat domain 32 [Source:NCBI gene;Acc:107312294]	2.93292441117337	5.08921473435567	163.727925248922	1.73459560799133e-37	2.18661416183772e-36
ENSCJPG00005011144	3	92542546	92575154	-1	protein_coding	WDR35	WD repeat domain 35 [Source:NCBI gene;Acc:107312243]	2.28921496063527	6.69962867047227	143.207116971799	5.29597586029956e-33	5.66869932841863e-32
ENSCJPG00005011280	3	92578013	92587429	-1	protein_coding	MATN3	matrilin 3 [Source:NCBI gene;Acc:107312285]	0.929320416507142	3.38269127822736	7.86474384164049	0.00504079671089838	0.00821013945355506
ENSCJPG00005011281	3	92589761	92595441	-1	protein_coding	LAPTM4A	lysosomal protein transmembrane 4 alpha [Source:NCBI gene;Acc:107312286]	-0.888448013137401	7.85900119292577	39.508064087066	3.26707493545723e-10	1.10554917372346e-09
ENSCJPG00005011283	3	92703601	92720926	-1	protein_coding	SDC1	syndecan 1 [Source:NCBI gene;Acc:107312253]	-2.75174719047246	5.75324483687495	128.625233908111	8.19122996958958e-30	7.7838954491048e-29
ENSCJPG00005011284	3	92728193	92770916	-1	protein_coding	PUM2	pumilio RNA binding family member 2 [Source:NCBI gene;Acc:107312251]	-0.89700958262568	6.5029391595078	35.6735309290244	2.3331260088178e-09	7.45917418817785e-09
ENSCJPG00005011287	3	92742181	92742358	-1	misc_RNA			-1.9642660674184	1.07345292944999	18.1401909344842	2.05223818072451e-05	4.52745315426302e-05
ENSCJPG00005011288	3	92783858	92785120	1	lncRNA			0.542319802835227	-0.343145282167777	0.530409951203145	0.466434558484484	0.516963848504221
ENSCJPG00005011289	3	92793766	92801734	1	protein_coding		b(0,+)-type amino acid transporter 1-like [Source:NCBI gene;Acc:107312297]	5.96340831043506	1.9187207968094	97.3909641187261	5.69051205469144e-23	4.03371695204234e-22
ENSCJPG00005011290	3	92813169	92813759	1	protein_coding	RHOB	ras homolog family member B [Source:NCBI gene;Acc:107312295]	-1.7808563787139	4.58388758990997	29.2002548397407	6.52706202648565e-08	1.83740284664168e-07
ENSCJPG00005011291	3	92831488	92835545	-1	lncRNA		uncharacterized LOC107312242 [Source:NCBI gene;Acc:107312242]	0.162711941468824	3.33803674877191	0.208301629514639	0.648101838407944	0.691596433058802
ENSCJPG00005011292	3	92851559	92855507	-1	lncRNA			1.13482219687694	-1.16921315039249	2.60133780979331	0.106773550853367	0.137861155323066
ENSCJPG00005011293	3	92956729	92992823	-1	protein_coding	HS1BP3	HCLS1 binding protein 3 [Source:NCBI gene;Acc:107312290]	-0.0545589685462551	3.73071331441609	0.0410444213207071	0.839452201642412	0.863852530612587
ENSCJPG00005011294	3	93002348	93005082	1	protein_coding	GDF7	growth differentiation factor 7 [Source:NCBI gene;Acc:107312241]	3.5775881558015	2.17648620640766	37.3108514367266	1.00722597782763e-09	3.31443207767175e-09
ENSCJPG00005011295	3	93013870	93109247	-1	protein_coding	LDAH	lipid droplet associated hydrolase [Source:NCBI gene;Acc:107312275]	1.15712125416494	4.56676417289419	11.5425276383793	0.00068022096853492	0.00125242485385646
ENSCJPG00005011296	3	93115953	93121252	-1	lncRNA			7.62780156805696	-0.236428630795235	18.3640318320634	1.82470180298059e-05	4.04684673056054e-05
ENSCJPG00005011298	3	93258550	93294037	-1	protein_coding	APOB	apolipoprotein B [Source:NCBI gene;Acc:107312270]	4.19381085920893	2.10345927870621	25.1951019098478	5.18136228823242e-07	1.33771835386758e-06
ENSCJPG00005011633	3	93332424	93338300	1	protein_coding	TDRD15	tudor domain containing 15 [Source:HGNC Symbol;Acc:HGNC:45037]	0.400423748613721	5.81211000133766	3.38643776348721	0.0657348238041172	0.0890547042149648
ENSCJPG00005011634	3	93497761	93595680	1	lncRNA			6.15898552401271	-1.33555820920576	15.9010874202021	6.67403604162923e-05	0.00013921622055586
ENSCJPG00005011635	3	93872004	93883874	-1	lncRNA			4.06006213971689	-2.43653715412174	7.44054789789106	0.00637704733257474	0.0102092236776663
ENSCJPG00005011636	3	93921315	93926027	-1	lncRNA			4.95648519717228	-2.06279637244047	11.9464973703833	0.000547502113548143	0.00102156465406673
ENSCJPG00005011639	3	94341109	94348026	-1	lncRNA			2.84474304837031	-2.72728814622838	3.14847090004381	0.0759981491492698	0.101071492165034
ENSCJPG00005011642	3	94356882	94420772	-1	lncRNA			3.39085842709203	-2.62135157651578	4.63511312051927	0.0313240792823553	0.044874737322006
ENSCJPG00005011644	3	94468039	94504972	-1	lncRNA			4.99426900512043	-2.05713397428976	14.0535036658528	0.000177682496413549	0.000352141062995264
ENSCJPG00005011667	3	94684107	94924932	1	protein_coding	KLHL29	kelch like family member 29 [Source:NCBI gene;Acc:107312264]	0.881187600722458	3.79773206467033	6.82249548007617	0.00900166996278167	0.0140895703765278
ENSCJPG00005011679	3	94934697	94992559	-1	protein_coding	ATAD2B	ATPase family AAA domain containing 2B [Source:NCBI gene;Acc:107312265]	3.04731874828267	8.09674071663077	408.028386476747	9.84687874170061e-91	4.10621251476036e-89
ENSCJPG00005011699	3	95003141	95004169	-1	lncRNA			2.03448684328753	1.86079832008697	25.6022098446183	4.19558632236219e-07	1.09334351987381e-06
ENSCJPG00005011700	3	95012724	95025425	1	protein_coding	UBXN2A	UBX domain protein 2A [Source:NCBI gene;Acc:107312288]	-1.71361362367989	5.86020834094488	65.5684158512811	5.61311517030152e-16	2.81760622277697e-15
ENSCJPG00005011701	3	95027116	95051810	1	protein_coding	MFSD2B	major facilitator superfamily domain containing 2B [Source:NCBI gene;Acc:107312274]	2.37882252422965	1.5845996758966	28.2785261189075	1.05054967278287e-07	2.90002396748677e-07
ENSCJPG00005011702	3	95058032	95061229	-1	protein_coding	WDCP	WD repeat and coiled-coil-containing protein C2orf44 homolog [Source:NCBI gene;Acc:107312272]	3.48490463270645	7.998445995073	148.448155497017	3.78588494018158e-34	4.22156914675468e-33
ENSCJPG00005011703	3	95066669	95081076	-1	protein_coding		WD repeat and coiled-coil-containing protein C2orf44 homolog [Source:NCBI gene;Acc:107312273]	5.34419439989945	1.74195784543071	73.2588470925653	1.13714316783759e-17	6.24555280349859e-17
ENSCJPG00005011704	3	95123736	95126127	1	protein_coding			-0.0166999652193385	2.08400013008449	0.00227319300260642	0.961972856594926	0.968725311429066
ENSCJPG00005011705	3	95126841	95131797	-1	protein_coding	SF3B6	splicing factor 3b subunit 6 [Source:NCBI gene;Acc:107312280]	0.652602438390866	6.68160796466471	6.23188089556778	0.0125470394594791	0.0192179337557984
ENSCJPG00005011708	3	95132316	95135163	-1	protein_coding	TP53I3	tumor protein p53 inducible protein 3 [Source:NCBI gene;Acc:107312279]	0.458889662160999	2.62080160075844	0.651115563443037	0.419714118699859	0.471516141765199
ENSCJPG00005011709	3	95138240	95140715	-1	protein_coding	PFN4	profilin family member 4 [Source:NCBI gene;Acc:107312268]	5.23251777806316	4.91578216135516	243.868890663397	5.63822163458437e-55	1.1897823567865e-53
ENSCJPG00005011712	3	95148356	95191909	-1	protein_coding	ITSN2	intersectin 2 [Source:NCBI gene;Acc:107312266]	-0.758853106712911	6.9646357730331	25.1135863818213	5.40506954690329e-07	1.39304272650045e-06
ENSCJPG00005011769	3	95211617	95227005	-1	protein_coding	GPN1	GPN-loop GTPase 1 [Source:NCBI gene;Acc:107312259]	0.46075999814804	6.67626763362297	6.62057521596604	0.0100807270709133	0.0156612168426731
ENSCJPG00005011771	3	95228113	95237534	1	protein_coding	ZNF512	zinc finger protein 512 [Source:NCBI gene;Acc:107312257]	1.28456968895572	8.2197184012838	74.3606216036053	6.50741944584802e-18	3.62920311653561e-17
ENSCJPG00005011772	3	95243558	95248059	1	protein_coding	FNDC4	fibronectin type III domain containing 4 [Source:NCBI gene;Acc:107312262]	-1.99126028511681	3.25406474028828	38.1896882712954	6.41907463648825e-10	2.1405080799974e-09
ENSCJPG00005011773	3	95258370	95286215	1	protein_coding	IFT172	intraflagellar transport 172 [Source:NCBI gene;Acc:107312256]	2.66257671739583	7.91208405045661	305.717975655216	1.87092126939027e-68	5.34421849669518e-67
ENSCJPG00005011908	3	95284908	95288808	-1	protein_coding	KRTCAP3	keratinocyte associated protein 3 [Source:HGNC Symbol;Acc:HGNC:28943]	-2.36504901207086	2.11716546511874	24.4606917263319	7.58414652318726e-07	1.92573811599197e-06
ENSCJPG00005011910	3	95289691	95309461	-1	protein_coding	NRBP1	nuclear receptor binding protein 1 [Source:NCBI gene;Acc:107312258]	3.25500371260459	8.26828651426263	179.126982431384	7.51688622218679e-41	1.06097372052363e-39
ENSCJPG00005011911	3	95310744	95323974	1	protein_coding	PPM1G	protein phosphatase, Mg2+/Mn2+ dependent 1G [Source:NCBI gene;Acc:107312276]	-0.181197437013328	6.67314558930203	1.07105765787143	0.300706668119176	0.349207743622269
ENSCJPG00005011913	3	95323804	95330318	-1	protein_coding			1.51033570743239	4.87132778111388	28.5603938530667	9.08209929895565e-08	2.51867104620778e-07
ENSCJPG00005011915	3	95327587	95334872	1	protein_coding	ZNF513	zinc finger protein 513 [Source:HGNC Symbol;Acc:HGNC:26498]	0.0650325583144467	5.26824976272879	0.112534495695428	0.737276895001252	0.773784518725996
ENSCJPG00005011918	3	95334219	95339412	-1	protein_coding	SNX17	sorting nexin 17 [Source:NCBI gene;Acc:107312284]	-0.24580616526773	6.31655807765312	1.04655187412298	0.306302559864142	0.355169817891807
ENSCJPG00005011920	3	95339533	95343352	1	protein_coding	EIF2B4	eukaryotic translation initiation factor 2B subunit delta [Source:NCBI gene;Acc:107312282]	-0.798796905636818	5.34261073879787	14.428183523632	0.000145606799416351	0.000291851226355952
ENSCJPG00005011961	3	95344881	95348233	-1	protein_coding		all-trans retinoic acid induced differentiation factor [Source:NCBI gene;Acc:107312326]	0.121042258317514	4.99682359462354	0.164156933530165	0.685357811807829	0.72663349736343
ENSCJPG00005011964	3	95348132	95351912	1	pseudogene		solute carrier family 5 member 6 [Source:NCBI gene;Acc:107312325]	-1.45119266458754	4.61475336884133	12.562336632036	0.000393599298334911	0.00074701874925366
ENSCJPG00005011968	3	95352045	95352995	1	protein_coding	PREB	prolactin regulatory element binding [Source:HGNC Symbol;Acc:HGNC:9356]	0.504243760422186	4.71492099101697	1.10287248470999	0.293636577152783	0.343007204179686
ENSCJPG00005011969	3	95356346	95357901	1	protein_coding		cell growth regulator with EF-hand domain 1 [Source:NCBI gene;Acc:107312320]	-1.21895894167373	1.18194375578379	3.52011915343687	0.0606280886358398	0.0825259771957364
ENSCJPG00005011970	3	95358037	95362406	-1	protein_coding	KHK	ketohexokinase [Source:NCBI gene;Acc:107312319]	-1.05730494679555	-1.19872073033637	0.771808418923558	0.379658184244059	0.431152465377351
ENSCJPG00005011989	3	95359544	95365243	1	protein_coding			0.348149098872526	-2.0732436799726	0.133696285305953	0.714629972050696	0.75388501249534
ENSCJPG00005011990	3	95376638	95381339	-1	protein_coding	EMILIN1	elastin microfibril interfacer 1 [Source:NCBI gene;Acc:107312315]	-4.36320753907133	5.52276349813509	102.352456265998	4.64722053319052e-24	3.4843279067884e-23
ENSCJPG00005011992	3	95386201	95393600	-1	protein_coding	AGBL5	ATP/GTP binding protein like 5 [Source:NCBI gene;Acc:107312306]	3.65714369313098	7.04337285080045	174.583726394552	7.38092402207541e-40	1.00560512686306e-38
ENSCJPG00005011993	3	95393474	95398506	-1	protein_coding	TMEM214	transmembrane protein 214 [Source:NCBI gene;Acc:107312309]	0.621312210000685	6.06687456087067	3.65737445099929	0.0558215340332172	0.0764325619839436
ENSCJPG00005011995	3	95399100	95399263	1	snRNA	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	2.87445700589299	-2.723727685224	3.19267100727991	0.0739690607565196	0.0992934309044992
ENSCJPG00005011996	3	95399526	95411704	1	pseudogene		carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:NCBI gene;Acc:107312305]	-0.0932436791639203	5.98462691761628	0.24419234002648	0.621194448136793	0.666211552077083
ENSCJPG00005012115	3	95411799	95415350	1	protein_coding	MPV17	mitochondrial inner membrane protein MPV17 [Source:NCBI gene;Acc:107312311]	0.223261490740983	3.344751358635	0.256659085023642	0.612424755106278	0.658201682348247
ENSCJPG00005012123	3	95415040	95420416	-1	protein_coding			1.67043573493399	0.928794205131319	6.75084658134692	0.00937032135355641	0.0146272884856491
ENSCJPG00005012124	3	95416439	95416741	1	protein_coding	UCN	urocortin [Source:NCBI gene;Acc:107312312]	-0.431569763586985	-2.63658506533786	0.0893975052620792	0.764944504630248	0.798723217479327
ENSCJPG00005012125	3	95421242	95423976	-1	protein_coding		DnaJ heat shock protein family (Hsp40) member C5 gamma [Source:NCBI gene;Acc:107312310]	2.13755022697365	5.7766449233605	84.9450358987261	3.06775465948677e-20	1.92412775119e-19
ENSCJPG00005012126	3	95424254	95439253	-1	protein_coding	GTF3C2	uridine-cytidine kinase-like 1 [Source:NCBI gene;Acc:107312323]	-0.329660394409995	6.37239818108082	1.25311478929757	0.262958402227421	0.310625066020643
ENSCJPG00005012211	3	95431002	95433482	1	pseudogene			1.52274242460824	0.121296941143238	5.11649398004928	0.023699452197496	0.0346146686707691
ENSCJPG00005012212	3	95440372	95440535	1	snRNA	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	2.8495046955958	-2.72671942557125	3.15545162770247	0.0756737489890987	0.100940337952153
ENSCJPG00005012213	3	95441598	95441761	-1	snRNA	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	-1.75235621300997	-1.05699813893561	5.83160362903707	0.0157407683652323	0.0236129950100059
ENSCJPG00005012216	3	95452373	95454055	-1	protein_coding	MAPRE3	microtubule associated protein RP/EB family member 3 [Source:NCBI gene;Acc:107312430]	3.89963904803019	8.33378347942179	589.254324741867	3.64002119863126e-130	2.77681617152727e-128
ENSCJPG00005012217	3	95462671	95467685	-1	protein_coding	DPYSL5	dihydropyrimidinase like 5 [Source:NCBI gene;Acc:107312435]	0.925995625176934	2.09721649271444	5.12903093151351	0.0235288607564004	0.0343811811478444
ENSCJPG00005012251	3	95471446	95472840	-1	protein_coding			1.53661832301387	-0.17630208950125	7.53149705603061	0.00606295055583608	0.00974614612303644
