geneSymbol	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene type	logFC	logCPM	LR	PValue	FDR
ENSCJPG00005009267	abhydrolase domain containing 3 [Source:NCBI gene;Acc:107310097]	2	92433775	92453040	ABHD3	protein_coding	-0.543201494011726	3.59816321446047	0.685430347983527	0.407723051542502	0.999984147965351
ENSCJPG00005009268	mindbomb E3 ubiquitin protein ligase 1 [Source:NCBI gene;Acc:107310087]	2	92459432	92518952	MIB1	protein_coding	-0.688037312849731	6.82734195598507	2.57955775961349	0.108251902309763	0.999984147965351
ENSCJPG00005009269	microRNA 133a-1 [Source:HGNC Symbol;Acc:HGNC:31517]	2	92492321	92492412		miRNA	3.28270175199573	-3.90622343495603	3.26538598456795	0.0707563695160851	0.999984147965351
ENSCJPG00005009270	microRNA 1-2 [Source:HGNC Symbol;Acc:HGNC:31500]	2	92495464	92495548	MIR1-2	miRNA	-2.06458662539758	-4.10858092395507	1.34221625281924	0.246643505441851	0.999984147965351
ENSCJPG00005009271		2	92551958	92570982		lncRNA	-1.55897179967018	0.425466652716458	1.64864381772301	0.199143615292205	0.999984147965351
ENSCJPG00005009272		2	92585426	92593922		lncRNA	-0.678501243027697	1.40311207671298	0.410640403740544	0.521644640582971	0.999984147965351
ENSCJPG00005009273	GATA binding protein 6 [Source:NCBI gene;Acc:107310091]	2	92597358	92613517	GATA6	protein_coding	-0.467464705831904	5.37566101085194	1.14336630836527	0.284942131753609	0.999984147965351
ENSCJPG00005009274	RB binding protein 8, endonuclease [Source:NCBI gene;Acc:107310081]	2	92774789	92803797	RBBP8	protein_coding	-0.0803351969217791	5.47393158011074	0.0298405272521176	0.862852570841963	0.999984147965351
ENSCJPG00005009275	Cdk5 and Abl enzyme substrate 1 [Source:NCBI gene;Acc:107310082]	2	92823468	92880288	CABLES1	protein_coding	-0.153505863480417	4.50996140124953	0.134093738004275	0.71422470759451	0.999984147965351
ENSCJPG00005009276	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:NCBI gene;Acc:107308672]	2	699682	747381	SMARCC1	protein_coding	0.508185770140162	9.18173568349229	0.531618218157291	0.465927320460883	0.999984147965351
ENSCJPG00005009277	transmembrane protein 241 [Source:NCBI gene;Acc:107310094]	2	92888836	92938916	TMEM241	protein_coding	0.220207180563503	4.88126799593685	0.309048148420587	0.57826486763757	0.999984147965351
ENSCJPG00005009278	RIO kinase 3 [Source:NCBI gene;Acc:107310098]	2	92940443	92950029	RIOK3	protein_coding	-0.328770727998212	6.26641873104836	0.704039750155829	0.401429599905996	0.999984147965351
ENSCJPG00005009279	regulator of MON1-CCZ1 [Source:NCBI gene;Acc:107310090]	2	92952024	92963767	RMC1	protein_coding	-0.0846622231910842	5.11751871661741	0.035468424923323	0.850617478319626	0.999984147965351
ENSCJPG00005009280	NPC intracellular cholesterol transporter 1 [Source:NCBI gene;Acc:107310089]	2	92964304	92987999	NPC1	protein_coding	-0.169981486811513	6.77112521500352	0.183857565526459	0.668078856335449	0.999984147965351
ENSCJPG00005009281	ankyrin repeat domain 29 [Source:NCBI gene;Acc:107310099]	2	92998607	93018760	ANKRD29	protein_coding	-0.799407961686258	-1.38545122689322	0.761146550298216	0.382969950699812	0.999984147965351
ENSCJPG00005009282		2	93026468	93064791		protein_coding	-0.826166102166137	-1.84735899366418	0.937361694959171	0.332957271070465	0.999984147965351
ENSCJPG00005009283		2	93097181	93130241		protein_coding	-0.321088286057103	1.87540005381506	0.153990825272701	0.694750387517843	0.999984147965351
ENSCJPG00005009284		2	93132300	93138974		lncRNA	-4.02361420376725	-3.73992350719118	4.67221707418362	0.0306543305149143	0.999984147965351
ENSCJPG00005009285	tetratricopeptide repeat domain 39C [Source:NCBI gene;Acc:107310079]	2	93145235	93173659	TTC39C	protein_coding	-0.544610440742763	3.87490583439078	1.35144019605915	0.245026497536124	0.999984147965351
ENSCJPG00005009286		2	93178377	93178541		protein_coding	-1.0560637412805	-2.80471780747909	0.498510914095187	0.480155145314342	0.999984147965351
ENSCJPG00005009287		2	93178964	93180822		lncRNA	-0.391833192053926	-0.655177338053706	0.121206340342225	0.727729781363845	0.999984147965351
ENSCJPG00005009288	oxysterol binding protein like 1A [Source:NCBI gene;Acc:107310076]	2	93182328	93251658		protein_coding	-0.12989974113292	4.17601429804318	0.0909475907555475	0.76297592906831	0.999984147965351
ENSCJPG00005009307	lanosterol 14-alpha demethylase [Source:NCBI gene;Acc:107309008]	2	20513104	20520639	CYP51A1	protein_coding	0.191274655348271	6.57405352826334	0.237478085497344	0.626033537236337	0.999984147965351
ENSCJPG00005009308		2	20523421	20527543		protein_coding	0.380202659056933	-3.40262596031838	0.0443177925332119	0.833263470795564	0.999984147965351
ENSCJPG00005009309	KRIT1 ankyrin repeat containing [Source:NCBI gene;Acc:107309005]	2	20527591	20546518	KRIT1	protein_coding	-0.0919446660362565	6.28816204211531	0.0299521810715788	0.862598775984847	0.999984147965351
ENSCJPG00005009485	ankyrin repeat and IBR domain containing 1 [Source:NCBI gene;Acc:107309003]	2	20573630	20622000	ANKIB1	protein_coding	-0.368404270754468	6.0555290777989	0.715075280264088	0.397764073151754	0.999984147965351
ENSCJPG00005009527	GATA zinc finger domain containing 1 [Source:NCBI gene;Acc:107309045]	2	20626993	20629780	GATAD1	protein_coding	0.322766538850454	5.01863223189971	0.424931131194019	0.514486705036428	0.999984147965351
ENSCJPG00005009528		2	20637944	20649833		protein_coding	-0.132779726190389	1.28210079828407	0.0226453786872334	0.880382918800817	0.999984147965351
ENSCJPG00005009529	peroxisomal biogenesis factor 1 [Source:NCBI gene;Acc:107309072]	2	20652434	20670648	PEX1	protein_coding	-0.10279964600064	5.11626261612284	0.048696060790455	0.825347959681599	0.999984147965351
ENSCJPG00005009712	RNA binding motif protein 48 [Source:NCBI gene;Acc:107309073]	2	20670758	20673723	RBM48	protein_coding	-0.265209430753202	2.84270821112967	0.248421362378369	0.61818884464893	0.999984147965351
ENSCJPG00005009713	EF-hand calcium binding domain 1 [Source:NCBI gene;Acc:107309075]	2	20674068	20676957	CLXN	protein_coding	0.130936992963017	2.79944482835065	0.0571287357279147	0.811093034173668	0.999984147965351
ENSCJPG00005009714		2	20685861	20692350		protein_coding	-0.19880439426701	4.32968436171098	0.132953865262891	0.715388817132077	0.999984147965351
ENSCJPG00005009715	cyclin dependent kinase 6 [Source:NCBI gene;Acc:107309074]	2	20708563	20820553	CDK6	protein_coding	-0.187074374045196	4.51239388772549	0.155600975407651	0.693239316623834	0.999984147965351
ENSCJPG00005009730	sterile alpha motif domain-containing protein 9-like [Source:NCBI gene;Acc:107309078]	2	20892636	20897372		protein_coding	-2.12450949982943	-2.23317781015568	3.5614649067485	0.0591355296703373	0.999984147965351
ENSCJPG00005009731	HEPACAM family member 2 [Source:NCBI gene;Acc:107309080]	2	20907302	20919454	HEPACAM2	protein_coding	-0.746512526122155	-1.41546762928207	0.19243785003631	0.660895314294087	0.999984147965351
ENSCJPG00005009737	VPS50 subunit of EARP/GARPII complex [Source:NCBI gene;Acc:107309079]	2	20924512	20987667	VPS50	protein_coding	-0.0487537653810791	5.03516953344324	0.0075347186157515	0.930828296161261	0.999984147965351
ENSCJPG00005009803	impact RWD domain protein [Source:NCBI gene;Acc:107310096]	2	93255901	93271814	IMPACT	protein_coding	-0.0828316798474715	3.56350051918828	0.0261136674807929	0.871623032112784	0.999984147965351
ENSCJPG00005009806	histamine H3 receptor-like [Source:NCBI gene;Acc:107310095]	2	93272953	93280447		protein_coding	1.11003205142411	-0.340803892931768	1.12688387862253	0.288440990506586	0.999984147965351
ENSCJPG00005009807	histamine H3 receptor-like [Source:NCBI gene;Acc:107310073]	2	93282276	93289573		protein_coding	0.469771845709991	-1.83676602578764	0.151383983402571	0.69721626723593	0.999984147965351
ENSCJPG00005009808		2	93343906	93347023		lncRNA	-2.06458662539758	-4.10858092395507	1.34221625281924	0.246643505441851	0.999984147965351
ENSCJPG00005009810		2	93391680	93402617		lncRNA	-2.98780010725231	-3.97760053431316	2.58571680662325	0.107831582655802	0.999984147965351
ENSCJPG00005009819	zinc finger protein 521 [Source:NCBI gene;Acc:107310119]	2	93479569	93719402	ZNF521	protein_coding	-0.307473228937407	7.19876930224019	0.541123244381751	0.461967590040221	0.999984147965351
ENSCJPG00005009825		2	93836453	93850085		lncRNA	-2.06458662539758	-4.10858092395507	1.34221625281924	0.246643505441851	0.999984147965351
ENSCJPG00005009831	SS18 subunit of BAF chromatin remodeling complex [Source:NCBI gene;Acc:107310118]	2	93949622	94005450	SS18	protein_coding	-0.195173298930378	8.19692392264684	0.205377728943972	0.650414670991506	0.999984147965351
ENSCJPG00005009836	TATA-box binding protein associated factor 4b [Source:NCBI gene;Acc:107310128]	2	93989427	94073791	TAF4B	protein_coding	-0.279719283802843	5.24289829934189	0.40104561952808	0.526549748946988	0.999984147965351
ENSCJPG00005009840	potassium channel tetramerization domain containing 1 [Source:NCBI gene;Acc:107310121]	2	94072425	94160038	KCTD1	protein_coding	0.464958866852759	5.9027043765049	0.896034727675215	0.343847176223991	0.999984147965351
ENSCJPG00005009842		2	94229265	94268191		lncRNA	-2.98780010725231	-3.97760053431316	2.58571680662325	0.107831582655802	0.999984147965351
ENSCJPG00005009848	aquaporin 4 [Source:NCBI gene;Acc:107310129]	2	94282507	94296851	AQP4	protein_coding	-1.08174931733755	-0.6430913500208	1.96656115475342	0.160813349564887	0.999984147965351
ENSCJPG00005009853	carbohydrate sulfotransferase 9 [Source:NCBI gene;Acc:107310134]	2	94311073	94395948	CHST9	protein_coding	0.194880901175171	3.99366028953889	0.139388292941938	0.708889890652893	0.999984147965351
ENSCJPG00005009855		2	94424173	94426940		lncRNA	3.41471199627917	-3.8819064767075	3.47105941611867	0.0624513012101338	0.999984147965351
ENSCJPG00005009857		2	94445904	94465542		lncRNA	3.23997400464397	-3.91285604940102	3.2110587976285	0.073142138063002	0.999984147965351
ENSCJPG00005009858		2	94493505	94531297		lncRNA	-1.3616363403266	-1.22198191469594	2.5584687625691	0.109704793766434	0.999984147965351
ENSCJPG00005009859		2	94564782	94585996		lncRNA	3.41471199627917	-3.8819064767075	3.47105941611867	0.0624513012101338	0.999984147965351
ENSCJPG00005009862	cadherin 2 [Source:NCBI gene;Acc:107310115]	2	94626052	94739128	CDH2	protein_coding	-0.0514761084756456	9.47572988921498	0.0114491009676385	0.914788605454376	0.999984147965351
ENSCJPG00005009865		2	94740461	94753676		lncRNA	-2.10799817581158	-3.66030976509687	1.75084678217578	0.185770315461875	0.999984147965351
ENSCJPG00005009866		2	94786986	94794193		lncRNA	-4.09510139270727	-3.69011100465217	5.18265077352515	0.0228134940103232	0.999984147965351
ENSCJPG00005009867		2	95000934	95027538		lncRNA	-3.46950954293311	-3.84895272065267	3.68353881394658	0.0549521010224811	0.999984147965351
ENSCJPG00005009868		2	95163583	95175908		lncRNA	-0.260666689758146	-4.01171481491524	0.0134567470435289	0.90764998985918	0.999984147965351
ENSCJPG00005009869		2	95233417	95259978		lncRNA	-0.2370161759713	-1.16365857770891	0.028622296368459	0.865654075163813	0.999984147965351
ENSCJPG00005009870		2	95425596	95444358		lncRNA	-3.85516247619755	-3.77512070734349	4.33999665864647	0.0372269964839315	0.999984147965351
ENSCJPG00005009871	desmocollin-2-like [Source:NCBI gene;Acc:107310130]	2	95709580	95730401		protein_coding	-1.31202301429518	1.58832464429437	3.35211900305946	0.0671185609676777	0.999984147965351
ENSCJPG00005009872	desmoglein-1-like [Source:NCBI gene;Acc:107310132]	2	95815179	95838677		protein_coding	-1.96492048362588	-3.62821727539472	1.74397960382158	0.18663537360994	0.999984147965351
ENSCJPG00005009873	desmoglein 2 [Source:NCBI gene;Acc:107310125]	2	95848456	95867723	DSG2	protein_coding	-0.926429880179451	6.63567454371043	2.97595130856621	0.0845104292292291	0.999984147965351
ENSCJPG00005009874	beta-1,4-galactosyltransferase 6 [Source:NCBI gene;Acc:107310112]	2	95868736	95929730	B4GALT6	protein_coding	0.0536452714147917	5.76871483294917	0.0114973804027301	0.914609817583255	0.999984147965351
ENSCJPG00005009886	transthyretin [Source:NCBI gene;Acc:107310113]	2	95889553	95904544	TTR	protein_coding	0.293127907540389	0.737902697966167	0.152557158893786	0.696103525938824	0.999984147965351
ENSCJPG00005009889	calcitonin receptor [Source:NCBI gene;Acc:107309089]	2	21030171	21159614	CALCR	protein_coding	-0.572783638847808	0.473220986755662	0.723212913012111	0.395092033452494	0.999984147965351
ENSCJPG00005009891		2	95944572	95947584		protein_coding	-0.235372538619062	0.583828997865293	0.127553967429416	0.720981773376221	0.999984147965351
ENSCJPG00005009897		2	95949227	95950324		protein_coding	0.426721966532737	-2.69431803511844	0.0790004426641371	0.778656577151879	0.999984147965351
ENSCJPG00005009898	opsin-5-like [Source:NCBI gene;Acc:107310103]	2	95979316	96011944		protein_coding	2.22698122076495	-0.793241438967276	2.01812925775077	0.155430529506413	0.999984147965351
ENSCJPG00005009904	tissue factor pathway inhibitor 2 [Source:NCBI gene;Acc:107309088]	2	21254070	21261122	TFPI2	protein_coding	-0.449944600906988	6.60571477184318	0.852830039503147	0.355752964245498	0.999984147965351
ENSCJPG00005009906	probable acyl-CoA dehydrogenase 6 [Source:NCBI gene;Acc:107309087]	2	21263665	21332408		protein_coding	-0.381326988752928	2.48922394391981	0.364302285503809	0.546126510883134	0.999984147965351
ENSCJPG00005009907	trafficking protein particle complex 8 [Source:NCBI gene;Acc:107310117]	2	96023650	96070538	TRAPPC8	protein_coding	0.353977431511723	6.4875584082426	0.453187448598612	0.50082515964416	0.999984147965351
ENSCJPG00005009908	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11 [Source:NCBI gene;Acc:107309092]	2	21263665	21282447	GNG11	protein_coding	0.260149498496316	-3.01573784326446	0.0436998045059482	0.834413123693384	0.999984147965351
ENSCJPG00005009909	Bet1 golgi vesicular membrane trafficking protein [Source:NCBI gene;Acc:107309091]	2	21335143	21339531		protein_coding	0.6606173696548	6.49239438294809	1.94001057230235	0.163667386184023	0.999984147965351
ENSCJPG00005009915	ring finger protein 138 [Source:NCBI gene;Acc:107310127]	2	96088841	96095867	RNF138	protein_coding	-0.364002396294729	4.24041542966315	0.504170474805946	0.477673361123971	0.999984147965351
ENSCJPG00005009919	meprin A subunit beta [Source:NCBI gene;Acc:107310133]	2	96104377	96125406	MEP1B	protein_coding	-0.173187945651935	-1.87702465886117	0.032833305073225	0.856210886828904	0.999984147965351
ENSCJPG00005009930	GRB2 associated regulator of MAPK1 subtype 1 [Source:NCBI gene;Acc:107310110]	2	96142207	96230330	GAREM1	protein_coding	0.561079970311577	4.33481776811873	1.36974181463718	0.241856248468407	0.999984147965351
ENSCJPG00005009933	ras-related protein Rab-10-like [Source:NCBI gene;Acc:107310111]	2	96232543	96263392		protein_coding	0.0482422821676715	3.46426942776529	0.00599273294849922	0.938295202883957	0.999984147965351
ENSCJPG00005009941	kelch like family member 14 [Source:NCBI gene;Acc:107310123]	2	96289673	96342479	KLHL14	protein_coding	-0.586114006522385	2.53728002830481	1.16695203415468	0.280028401624116	0.999984147965351
ENSCJPG00005009955	coiled-coil domain containing 178 [Source:NCBI gene;Acc:107310138]	2	96407460	96574618		protein_coding	-0.38160158767208	0.357406887647865	0.298964211827073	0.584532496662988	0.999984147965351
ENSCJPG00005009957	collagen type I alpha 2 chain [Source:NCBI gene;Acc:107309082]	2	21487171	21521726	COL1A2	protein_coding	0.444203338521275	10.5938832032522	1.24988966628007	0.263573551470107	0.999984147965351
ENSCJPG00005009958	ASXL transcriptional regulator 3 [Source:NCBI gene;Acc:107310149]	2	96587307	96712607	ASXL3	protein_coding	-0.600073622883061	6.11203165827728	1.43636616204557	0.230728280747525	0.999984147965351
ENSCJPG00005009965	nucleolar protein 4 [Source:NCBI gene;Acc:107310151]	2	96759809	96938313	NOL4	protein_coding	-1.28723872819291	1.03605595818534	4.15116813641916	0.0416058120287855	0.999984147965351
ENSCJPG00005009969		2	96938334	96960665		lncRNA	-0.522090387166786	-1.81113094212359	0.254908193142882	0.613640076268929	0.999984147965351
ENSCJPG00005009970		2	97074442	97087287		lncRNA	1.80391993563943	-4.14339664435229	1.19818144717275	0.273685451571077	0.999984147965351
ENSCJPG00005009975	dystrobrevin alpha [Source:NCBI gene;Acc:107310146]	2	97104466	97188548	DTNA	protein_coding	-0.220659418910222	5.7416025842131	0.187861811845835	0.664702202949977	0.999984147965351
ENSCJPG00005009982	microtubule associated protein RP/EB family member 2 [Source:NCBI gene;Acc:107310145]	2	97248178	97297316	MAPRE2	protein_coding	-0.0586062119846918	6.34238907943394	0.0253976561790719	0.873380192836346	0.999984147965351
ENSCJPG00005009984	ethanolaminephosphotransferase 1-like [Source:NCBI gene;Acc:107310144]	2	97303190	97330535		protein_coding	-0.986882127390274	2.46916061732694	2.43789058505177	0.11843539555924	0.999984147965351
ENSCJPG00005009985	scaffold protein involved in DNA repair [Source:NCBI gene;Acc:107310141]	2	97344309	97521822	SPIDR	protein_coding	-0.590367592884218	5.44743074333758	2.1792764399347	0.139880210935804	0.999984147965351
ENSCJPG00005009986	CCAAT enhancer binding protein delta [Source:NCBI gene;Acc:107310142]	2	97522639	97523631	CEBPD	protein_coding	0.729257842050749	4.42136482921297	1.2517625468498	0.263216107220202	0.999984147965351
ENSCJPG00005009994	protein kinase, DNA-activated, catalytic subunit [Source:NCBI gene;Acc:107310139]	2	97527826	97600374	PRKDC	protein_coding	-0.402472432883694	6.26927017896191	0.693307005853111	0.405041818053753	0.999984147965351
ENSCJPG00005010086	Src like adaptor [Source:NCBI gene;Acc:107310560]	2	127937884	127957789	SLA	protein_coding	-0.108098317828857	-0.237731631083199	0.0151794761314741	0.90194475311308	0.999984147965351
ENSCJPG00005010087	cellular communication network factor 4 [Source:NCBI gene;Acc:107310577]	2	128024541	128059830	CCN4	protein_coding	0.736490395092049	3.98125598041253	0.757053125208088	0.384252315824821	0.999984147965351
ENSCJPG00005010088	N-myc downstream regulated 1 [Source:NCBI gene;Acc:107310564]	2	128069307	128093476	NDRG1	protein_coding	0.127841499782514	3.9787330062986	0.0329035127690389	0.856058913203467	0.999984147965351
ENSCJPG00005010089		2	128115354	128117279		lncRNA	1.99875650933171	-4.11772692453371	1.32499260285074	0.249697996364002	0.999984147965351
ENSCJPG00005010090	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:NCBI gene;Acc:107310569]	2	128179298	128212189	ST3GAL1	protein_coding	-0.587989917088844	7.37255184312283	1.10408637702096	0.293371061195733	0.999984147965351
ENSCJPG00005010091		2	128394687	128401292		lncRNA	1.99875650933171	-4.11772692453371	1.32499260285074	0.249697996364002	0.999984147965351
ENSCJPG00005010092	zinc finger and AT-hook domain containing [Source:NCBI gene;Acc:107310570]	2	128591439	128671808	ZFAT	protein_coding	-0.355983970106636	4.19695651659096	0.497190337138564	0.480737271984983	0.999984147965351
ENSCJPG00005010093		2	128720757	128725194		lncRNA	-0.20377207794359	-0.763236935252502	0.0213960050151414	0.883705300704736	0.999984147965351
ENSCJPG00005010094	KH RNA binding domain containing, signal transduction associated 3 [Source:NCBI gene;Acc:107310574]	2	128992236	129065362	KHDRBS3	protein_coding	-0.0141197799627432	7.55533281288153	0.000531477825006732	0.981607355880905	0.999984147965351
ENSCJPG00005010095		2	129136991	129143539		lncRNA	-0.0658301160658665	-3.98667111272049	0.000709198956360346	0.978754215389312	0.999984147965351
ENSCJPG00005010096		2	129247818	129252768		lncRNA	-0.202792246596308	-3.84001848516799	0.0126138704900809	0.910576432787505	0.999984147965351
ENSCJPG00005010097	family with sequence similarity 135 member B [Source:NCBI gene;Acc:107310597]	2	129892865	130008195	FAM135B	protein_coding	0.422938675671877	1.08385190320213	0.362546407215008	0.547095416066131	0.999984147965351
ENSCJPG00005010099		2	130157155	130165462		protein_coding	-0.576805928214525	-3.21647773899978	0.214143735230694	0.64353879313925	0.999984147965351
ENSCJPG00005010100	collagen type XXII alpha 1 chain [Source:NCBI gene;Acc:107310599]	2	130189532	130382918		protein_coding	0.0679271898889772	1.85323009028022	0.0109305116373335	0.916733615717972	0.999984147965351
ENSCJPG00005010101		2	130401534	130559180		lncRNA	0.599774249577005	-3.68195670593379	0.121653170901592	0.727248363240115	0.999984147965351
ENSCJPG00005010102	potassium two pore domain channel subfamily K member 9 [Source:NCBI gene;Acc:107310598]	2	130590383	130664004	KCNK9	protein_coding	-1.1868202712397	-1.36542505496667	2.03147165743348	0.154071354893278	0.999984147965351
ENSCJPG00005010103	trafficking protein particle complex 9 [Source:NCBI gene;Acc:107310595]	2	130935062	131123641	TRAPPC9	protein_coding	-0.413750826736991	5.42178999250473	0.909163894326305	0.340336359510061	0.999984147965351
ENSCJPG00005010104	chromatin accessibility complex subunit 1 [Source:NCBI gene;Acc:107310589]	2	131126588	131129135	CHRAC1	protein_coding	0.15456917477592	5.64301598124498	0.120063541022368	0.728965584402781	0.999984147965351
ENSCJPG00005010107	argonaute RISC catalytic component 2 [Source:NCBI gene;Acc:107310591]	2	131141664	131169193	AGO2	protein_coding	-0.366444180305463	3.76803621679484	0.534015731569205	0.464923438275778	0.999984147965351
ENSCJPG00005010113	chondroitin sulfate proteoglycan 5 [Source:NCBI gene;Acc:107308723]	2	745670	755294	CSPG5	protein_coding	-0.0372430735398478	5.25176419226328	0.00356132561347522	0.95241301531176	0.999984147965351
ENSCJPG00005010114	elongator acetyltransferase complex subunit 6 [Source:NCBI gene;Acc:107308655]	2	760860	772144	ELP6	protein_coding	0.494233160991316	5.55152987658946	1.1156789202627	0.290850800371941	0.999984147965351
ENSCJPG00005010115	SREBF chaperone [Source:NCBI gene;Acc:107308671]	2	781715	811246	SCAP	protein_coding	0.140535627717657	6.92447484084649	0.125139658226658	0.723525616631757	0.999984147965351
ENSCJPG00005010348	protein tyrosine phosphatase non-receptor type 23 [Source:NCBI gene;Acc:107308670]	2	812251	827321	PTPN23	protein_coding	0.602450016294669	7.06595869829373	1.21201220773339	0.270933975151643	0.999984147965351
ENSCJPG00005010358	minichromosome maintenance complex component 4 [Source:NCBI gene;Acc:107310154]	2	97601064	97608336	MCM4	protein_coding	0.0197924197354246	8.11072965871347	0.00252158856818596	0.95995072238448	0.999984147965351
ENSCJPG00005010359	ubiquitin conjugating enzyme E2 V2 [Source:NCBI gene;Acc:107310150]	2	97621213	97651056	UBE2V2	protein_coding	-0.188167735431981	5.62864550493954	0.205279889355428	0.650492405374979	0.999984147965351
ENSCJPG00005010360		2	97658756	97663146		lncRNA	-1.77753809449825	-4.1462218832016	1.15947499259319	0.28157444895222	0.999984147965351
ENSCJPG00005010361		2	97663755	97666946		lncRNA	-2.71964509842369	-2.73872410678929	4.14521563382916	0.0417523371477992	0.999984147965351
ENSCJPG00005010362		2	97777522	97793078		lncRNA	3.51547076368338	-3.04902583040761	4.96575938476873	0.0258539603641508	0.999984147965351
ENSCJPG00005010363		2	97920925	97952221		lncRNA	-1.3051554671509	-3.47461598197119	0.840682866979725	0.359201543550043	0.999984147965351
ENSCJPG00005010364		2	97954983	97966563		lncRNA	-0.53637653069981	-2.95258150906485	0.172222588035471	0.678144030461598	0.999984147965351
ENSCJPG00005010365		2	97984563	98000392		lncRNA	-0.476710033520371	-2.82992153313898	0.149186797976817	0.699313697588931	0.999984147965351
ENSCJPG00005010366	snail family transcriptional repressor 2 [Source:NCBI gene;Acc:107310156]	2	98013943	98018221		protein_coding	0.246816114526232	7.63074378491674	0.333649782824551	0.563517826052409	0.999984147965351
ENSCJPG00005010367		2	98085545	98090559		lncRNA	-1.99347332363654	2.01081084569997	5.08943502753981	0.0240720326810541	0.999984147965351
ENSCJPG00005010371		2	98302597	98302858		protein_coding	-2.98780010725231	-3.97760053431316	2.58571680662325	0.107831582655802	0.999984147965351
ENSCJPG00005010372		2	98312807	98325626		lncRNA	1.8565432537855	-3.71715811659448	1.12179294054902	0.289532714806342	0.999984147965351
ENSCJPG00005010374	syntrophin gamma 1 [Source:NCBI gene;Acc:107310160]	2	98500868	98642666	SNTG1	protein_coding	0.141577825159321	2.59991849030435	0.0512210389858039	0.820952034574914	0.999984147965351
ENSCJPG00005010375		2	98667453	98682191		lncRNA	-0.580926287351602	-3.92506269120268	0.131874032132215	0.716496836901976	0.999984147965351
ENSCJPG00005010376		2	98870003	98883354		lncRNA	-4.28813076184244	-3.59497158597957	5.44221200011689	0.0196557619419214	0.999984147965351
ENSCJPG00005010377		2	98919396	98942994		lncRNA	-2.52758282864181	-3.42824463653573	2.29243477767727	0.130005841026162	0.999984147965351
ENSCJPG00005010378	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:NCBI gene;Acc:107310159]	2	98983118	99021501	PCMTD1	protein_coding	-0.208051949131932	4.56237216178864	0.150890116454338	0.697686178358642	0.999984147965351
ENSCJPG00005010379	ST18 C2H2C-type zinc finger transcription factor [Source:NCBI gene;Acc:107310161]	2	99080070	99261578	ST18	protein_coding	-2.05461648181329	0.0364806894352964	5.63601247019178	0.0175951807587676	0.999984147965351
ENSCJPG00005010380	ALK and LTK ligand 1 [Source:HGNC Symbol;Acc:HGNC:33775]	2	99341137	99347281	ALKAL1	protein_coding	-0.590135302257124	0.0987607846951632	0.604826311704661	0.436742472016449	0.999984147965351
ENSCJPG00005010381	RB1 inducible coiled-coil 1 [Source:NCBI gene;Acc:107310185]	2	99425227	99482953	RB1CC1	protein_coding	-0.344637249122097	6.55334021000401	0.491480200769416	0.4832677627866	0.999984147965351
ENSCJPG00005010382	neuropeptides B and W receptor 1 [Source:NCBI gene;Acc:107310165]	2	99550173	99551168	NPBWR1	protein_coding	2.18451765633019	-3.33759814898459	1.84744193454383	0.174081205861111	0.999984147965351
ENSCJPG00005010383	opioid receptor kappa 1 [Source:NCBI gene;Acc:107310212]	2	99601580	99621503	OPRK1	protein_coding	-0.565489076010081	-2.14087472579877	0.12994145600122	0.71849274704533	0.999984147965351
ENSCJPG00005010384		2	99678432	99680402		lncRNA	-0.473911956196869	7.51898130316652	0.655911866640309	0.418006928947348	0.999984147965351
ENSCJPG00005010385	ATPase H+ transporting V1 subunit H [Source:NCBI gene;Acc:107310181]	2	99699719	99725276	ATP6V1H	protein_coding	-0.0213598808155027	5.16801110197743	0.00199087813061283	0.964410792762892	0.999984147965351
ENSCJPG00005010386	regulator of G protein signaling 20 [Source:NCBI gene;Acc:107310184]	2	99747437	99763180	RGS20	protein_coding	0.25134006003993	-1.79021093854299	0.0690858856083221	0.792672407991009	0.999984147965351
ENSCJPG00005010387	transcription elongation factor A1 [Source:NCBI gene;Acc:107310183]	2	99768181	99791314	TCEA1	protein_coding	-0.11024070625474	6.51671611892077	0.0852651284458688	0.770285146592603	0.999984147965351
ENSCJPG00005010388	lysophospholipase 1 [Source:NCBI gene;Acc:107310198]	2	99797675	99807989	LYPLA1	protein_coding	-0.134384466766299	6.11118689326572	0.118842903705925	0.730292857747911	0.999984147965351
ENSCJPG00005010389	mitochondrial ribosomal protein L15 [Source:NCBI gene;Acc:107310200]	2	99808010	99815527	MRPL15	protein_coding	0.0875196697511875	6.24577658747515	0.0513224397338021	0.820777902515133	0.999984147965351
ENSCJPG00005010392		2	99918633	99934765		lncRNA	-0.370436485222299	-1.89179219264156	0.161966111599031	0.687352779088445	0.999984147965351
ENSCJPG00005010393		2	99934814	99939820		protein_coding	0.870387545966946	0.00963481529210234	1.2613458914621	0.261396485386537	0.999984147965351
ENSCJPG00005010396		2	100006903	100056907		protein_coding	-1.75914275845888	-2.47944339192185	1.71971723170446	0.18972944751519	0.999984147965351
ENSCJPG00005010397		2	100070025	100152396		protein_coding	-1.56613907768517	-2.82664898765275	1.46042705528047	0.226862184019556	0.999984147965351
