Gene stable ID	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type	logFC	logCPM	LR	PValue	FDR
ENSGALG00000003569	TMEM130	transmembrane protein 130 [Source:NCBI gene;Acc:416439]	14	1712152	1721236	-1	protein_coding	0.698730489505642	2.98267312976647	7.76418912168219	0.00532922159023855	0.0185349222406613
ENSGALG00000003570	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:NCBI gene;Acc:396091]	7	4368941	4386891	1	protein_coding	0.19588518253273	7.57357964775355	15.6751713169679	7.5204953253138e-05	0.000473447361042616
ENSGALG00000003572	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18 [Source:NCBI gene;Acc:420132]	28	4172075	4211793	-1	protein_coding	-0.41085919161834	4.02104967911045	5.68660217860576	0.0170949235416729	0.0473805106677593
ENSGALG00000003573	HPCA	hippocalcin [Source:NCBI gene;Acc:419668]	23	5443485	5446113	1	protein_coding	-2.33758425232831	2.21606262962754	33.3554165950714	7.67637172409081e-09	1.00419284186036e-07
ENSGALG00000003574	LPCAT2	lysophosphatidylcholine acyltransferase 2 [Source:NCBI gene;Acc:415716]	11	3655780	3683801	-1	protein_coding	-0.161791801981977	3.3505937515087	0.54822334711036	0.459044543535395	0.584001231647731
ENSGALG00000003578	FN1	fibronectin 1 [Source:NCBI gene;Acc:396133]	7	4388774	4439109	-1	protein_coding	0.403484420903939	6.9873162076416	44.8161344054987	2.16431932314015e-11	3.8168784122373e-10
ENSGALG00000003580	MMP2	matrix metallopeptidase 2 [Source:NCBI gene;Acc:386583]	11	3706912	3741657	-1	protein_coding	0.808281761299381	6.68451874899867	144.163394833215	3.27240575896725e-33	1.98562925713606e-31
ENSGALG00000003582	SLC1A3	solute carrier family 1 member 3 [Source:NCBI gene;Acc:395443]	Z	11170515	11234911	1	protein_coding	1.3488906379584	4.39178705565775	77.2291623320451	1.5222914211061e-18	4.89503289301782e-17
ENSGALG00000003584	KPNA2	karyopherin subunit alpha 2 [Source:NCBI gene;Acc:417420]	18	6978815	6984489	-1	protein_coding	0.171656808592934	7.52749627947032	11.6694047085389	0.000635363370286833	0.00299815579827794
ENSGALG00000003588	IRX5	iroquois homeobox 5 [Source:NCBI gene;Acc:770775]	11	4181069	4183523	-1	protein_coding	-2.23838024548733	-0.0568988438843536	2.48083116577764	0.115241338401971	0.208015684708672
ENSGALG00000003589	VTN	vitronectin [Source:NCBI gene;Acc:395935]	19	5790911	5795785	-1	protein_coding	-0.527895540948045	4.26093779172589	11.0447758268968	0.000889374566175924	0.00399233624213437
ENSGALG00000003594	ANK1	ankyrin 1 [Source:NCBI gene;Acc:396311]	22	2927488	2974857	-1	protein_coding	-0.636083247298758	1.41702464733186	1.66362762237896	0.19711424052043	0.317624348801116
ENSGALG00000003596	TRRAP	transformation/transcription domain associated protein [Source:NCBI gene;Acc:416440]	14	1723283	1795839	1	protein_coding	-0.207374044746801	4.01155887577315	1.45968105389784	0.226980875222314	0.347707117370939
ENSGALG00000003597	AK2	adenylate kinase 2 [Source:NCBI gene;Acc:428227]	23	5470579	5477371	-1	protein_coding	-0.0465134049790732	8.55706488349373	1.67395109361556	0.195730152748967	0.316206654711779
ENSGALG00000003601	ATP2B4	ATPase plasma membrane Ca2+ transporting 4 [Source:NCBI gene;Acc:419934]	26	5221530	5245884	1	protein_coding	0.469481564724088	5.6802714543708	24.6975247579873	6.7070258294483e-07	6.47200875186656e-06
ENSGALG00000003602	RPGRIP1L	RPGRIP1 like [Source:NCBI gene;Acc:425392]	11	4878175	4936909	1	protein_coding	0.0750067177248477	2.64354750902557	0.0692840379782507	0.792382085770354	0.862541630161711
ENSGALG00000003604	SLC46A1	solute carrier family 46 member 1 [Source:NCBI gene;Acc:417569]	19	5804285	5807797	-1	protein_coding	0.063375011473659	0.902462477714222	0.0101152554584832	0.919888139818492	0.945122225340657
ENSGALG00000003605		Nipped-B homolog-like [Source:NCBI gene;Acc:427439]	Z	11358146	11454064	1	protein_coding	0.801936991602658	6.00002343245315	88.7214685510001	4.54505751207699e-21	1.68906289549159e-19
ENSGALG00000003614	AZIN2	arginine decarboxylase [Source:NCBI gene;Acc:428228]	23	5476662	5483514	1	protein_coding	-0.386193011611603	2.64352378255125	1.79238638234781	0.180635676199686	0.29587115485506
ENSGALG00000003624	KLHL10	kelch like family member 10 [Source:NCBI gene;Acc:420033]	27	7510372	7514135	1	protein_coding	-2.23837946248244	-0.0568992649259986	2.48083016315896	0.115241411860421	0.208015684708672
ENSGALG00000003625	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5 [Source:NCBI gene;Acc:771510]	23	5484215	5485837	1	protein_coding	0.241836388701825	9.12955862434372	65.2907543893213	6.46238231559373e-16	1.70950704604622e-14
ENSGALG00000003628	TLN2	talin 2 [Source:NCBI gene;Acc:415374]	10	4710761	4798157	-1	protein_coding	-0.378303450807477	6.30528914694501	24.1115074241918	9.09153795268541e-07	8.60291785126355e-06
ENSGALG00000003631	CPLANE1	chromosome Z open reading frame, human C5orf42 [Source:NCBI gene;Acc:427440]	Z	11468109	11532281	-1	protein_coding	0.943872231443647	3.1395668046535	15.7206236240011	7.34192849921537e-05	0.000463837129891607
ENSGALG00000003634	PTEN	phosphatase and tensin homolog [Source:NCBI gene;Acc:423675]	6	10235979	10280889	-1	protein_coding	0.562844233359972	3.1482594801178	5.74456610893434	0.0165397405321728	0.0460556944038204
ENSGALG00000003641	KAT6A	lysine acetyltransferase 6A [Source:NCBI gene;Acc:426789]	22	2982759	3009704	-1	protein_coding	-0.374071201087959	4.96043964998893	9.24518541399117	0.00236115387864909	0.00929915388950908
ENSGALG00000003644		C2 calcium dependent domain containing 4A [Source:NCBI gene;Acc:427491]	10	4876557	4878284	1	protein_coding	0.637346450314967	1.90247806987961	2.7105174800905	0.0996886490182889	0.187507110178469
ENSGALG00000003650	NOL11	nucleolar protein 11 [Source:NCBI gene;Acc:417423]	18	7046647	7057756	-1	protein_coding	-0.0509375923092976	5.11523916008893	0.194886948842468	0.658879999279965	0.758616469466968
ENSGALG00000003651	NT5C3B	5'-nucleotidase, cytosolic IIIB [Source:NCBI gene;Acc:420034]	27	7505169	7510246	-1	protein_coding	0.0858395955909756	4.6588897770674	0.40271353179068	0.525691193065051	0.647097239371764
ENSGALG00000003652	ATAD1	ATPase family, AAA domain containing 1 [Source:NCBI gene;Acc:423676]	6	10285644	10300082	1	protein_coding	0.00502308462444919	5.29085030370829	0.00214881173227877	0.963027081722333	0.975562238983009
ENSGALG00000003655	GAS2	growth arrest specific 2 [Source:NCBI gene;Acc:422970]	5	3197905	3276726	1	protein_coding	0.279265763284254	3.43141472611317	1.75601647309206	0.185122162122474	0.30229770734307
ENSGALG00000003657	UNC119	unc-119 lipid binding chaperone [Source:NCBI gene;Acc:771690]	19	5870573	5874427	-1	protein_coding	0.66679387616264	0.165497399486958	0.381629982009036	0.536732186002609	0.655430439848302
ENSGALG00000003658	DHX35	DEAH-box helicase 35 [Source:NCBI gene;Acc:419172]	20	3828357	3854961	1	protein_coding	0.157130114302509	3.45969203049913	0.567110794101668	0.451409299369919	0.576747070572559
ENSGALG00000003660	FANCF	Fanconi anemia, complementation group F [Source:NCBI gene;Acc:101750641]	5	3167825	3169000	-1	protein_coding	-0.848196015483631	0.902454315908883	1.68820792704818	0.193837372366319	0.313432704986079
ENSGALG00000003661	SETX	senataxin [Source:NCBI gene;Acc:417170]	17	6788839	6816609	-1	protein_coding	0.515414462876023	4.87921293137235	16.962127142756	3.81329518056486e-05	0.000260526655466073
ENSGALG00000003663	RBL2	RB transcriptional corepressor like 2 [Source:NCBI gene;Acc:425111]	11	4991886	5011381	-1	protein_coding	-0.330465243670469	3.79550730949734	3.14207980617492	0.0762964595665354	0.153824662238519
ENSGALG00000003665	PIGS	phosphatidylinositol glycan anchor biosynthesis class S [Source:NCBI gene;Acc:417571]	19	5880064	5884125	-1	protein_coding	0.372452236767869	4.74480831128379	8.07496842788547	0.00448808892546019	0.0160406239798477
ENSGALG00000003670	MAFB	MAF bZIP transcription factor B [Source:NCBI gene;Acc:419173]	20	4690689	4693338	-1	protein_coding	-0.390192832528774	6.915528282062	38.8952431610765	4.47168924269263e-10	6.72632247430236e-09
ENSGALG00000003672	UBLCP1	ubiquitin like domain containing CTD phosphatase 1 [Source:NCBI gene;Acc:416237]	13	11317888	11330697	-1	protein_coding	-0.00755508729542478	5.45441219658256	0.00544648724875474	0.94116927230848	0.960851519448011
ENSGALG00000003674	DHTKD1	dehydrogenase E1 and transketolase domain containing 1 [Source:NCBI gene;Acc:426076]	1	6811050	6827488	1	protein_coding	1.63801743161607	0.580541975282743	4.11737283469039	0.0424449436644193	0.0971568787998739
ENSGALG00000003675	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta [Source:NCBI gene;Acc:416446]	14	2436022	2524536	-1	protein_coding	0.201172600400118	4.798365139977	2.44672703747681	0.117770202174602	0.211726141840513
ENSGALG00000003677	NTNG2	netrin G2 [Source:NCBI gene;Acc:417171]	17	6746034	6781803	1	protein_coding	4.35566637895156	0.417047336549318	13.8915399944732	0.000193668252773248	0.0010699577333924
ENSGALG00000003681	TOP1	DNA topoisomerase I [Source:NCBI gene;Acc:396004]	20	4862868	4896419	1	protein_coding	-0.165212412389504	7.21125657408112	8.64593788891871	0.00327791355918122	0.0122793134376025
ENSGALG00000003682	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4 [Source:NCBI gene;Acc:427695]	15	5492846	5498570	-1	protein_coding	0.153897631046776	6.39625357537359	4.35588166858214	0.0368813638970783	0.0866373246401184
ENSGALG00000003683	MED27	mediator complex subunit 27 [Source:NCBI gene;Acc:417172]	17	6634913	6715908	-1	protein_coding	0.322431100736259	5.12421191201578	7.91236822274208	0.00490979534242238	0.0173400861485092
ENSGALG00000003687	OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2 [Source:NCBI gene;Acc:416832]	15	5498812	5504141	-1	protein_coding	-0.0397010335830518	2.89211699178674	0.0234612684556159	0.878263649828894	0.918906618364659
ENSGALG00000003688	NUP155	nucleoporin 155 [Source:NCBI gene;Acc:427443]	Z	11533783	11564661	-1	protein_coding	0.815618554962181	2.97290324005099	10.4333747253767	0.00123758404093285	0.00530181595517304
ENSGALG00000003689	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:NCBI gene;Acc:423678]	6	10302749	10312180	-1	protein_coding	-3.07678710924367	0.0951012337437711	4.96157760550636	0.0259165529635784	0.0654004056696661
ENSGALG00000003691	RNF145	ring finger protein 145 [Source:NCBI gene;Acc:416239]	13	11336604	11375924	1	protein_coding	0.260384910839268	2.07696711785717	0.528681502492125	0.46716171122387	0.592153971855728
ENSGALG00000003695	MINPP1	multiple inositol-polyphosphate phosphatase 1 [Source:NCBI gene;Acc:395356]	6	10338413	10355225	-1	protein_coding	-2.63068143504093	0.528054911525013	7.24518552537467	0.00710913686213042	0.023313627450162
ENSGALG00000003699	EBF1	early B-cell factor 1 [Source:NCBI gene;Acc:395512]	13	11388767	11649631	1	protein_coding	-1.49275220743081	1.77314799503011	11.1962796061699	0.000819614971434491	0.00373944978470961
ENSGALG00000003701	SGMS1	sphingomyelin synthase 1 [Source:NCBI gene;Acc:378907]	6	10373860	10450843	1	protein_coding	-0.167065008416607	4.04461838889512	0.972543985082146	0.324046534875534	0.451161496572885
ENSGALG00000003702	CLINT1	clathrin interactor 1 [Source:NCBI gene;Acc:416240]	13	11940304	11988525	1	protein_coding	0.308564362231001	6.00337002137583	13.3728437139647	0.000255293972366443	0.00136004824564266
ENSGALG00000003703	USE1	unconventional SNARE in the ER 1 [Source:NCBI gene;Acc:420134]	28	4258017	4262921	-1	protein_coding	0.267289182361477	5.49095887817151	7.02980650309458	0.00801640143190547	0.0259013692474924
ENSGALG00000003708	WDR70	WD repeat domain 70 [Source:NCBI gene;Acc:427444]	Z	11566273	11702158	1	protein_coding	0.346195648805849	4.23675612201534	4.85626189375281	0.02754595686557	0.0688969671020546
ENSGALG00000003709	PLAT	plasminogen activator, tissue [Source:NCBI gene;Acc:426791]	22	3021586	3034748	-1	protein_coding	1.79249861856703	1.13075069430123	9.21492229645541	0.00240050399957064	0.00943337665116833
ENSGALG00000003712	RAPGEF1	Rap guanine nucleotide exchange factor 1 [Source:NCBI gene;Acc:417173]	17	6539667	6617270	-1	protein_coding	0.359952440851114	4.26909568492705	5.37268683446163	0.0204544466003422	0.0548653237981206
ENSGALG00000003716	GDNF	glial cell derived neurotrophic factor [Source:NCBI gene;Acc:395569]	Z	11726876	11742913	-1	protein_coding	-0.90376088770224	0.473613532735869	1.09653646990451	0.295027462788281	0.418627949576712
ENSGALG00000003717	MYO9B	myosin IXB [Source:NCBI gene;Acc:420135]	28	4263083	4303548	-1	protein_coding	-0.248953600044139	5.38227200613015	5.55609334992436	0.0184164667092834	0.0502905803350379
ENSGALG00000003720	FANCD2	Fanconi anemia complementation group D2 [Source:NCBI gene;Acc:415935]	12	3154917	3201908	-1	protein_coding	0.677311305093771	2.37311796364511	4.52673413345488	0.033369240902424	0.0797123750745192
ENSGALG00000003722	THG1L	tRNA-histidine guanylyltransferase 1 like [Source:NCBI gene;Acc:416242]	13	12010392	12015815	-1	protein_coding	-0.0855207605727897	5.10407238842722	0.544259002852182	0.460672997523911	0.585587406013351
ENSGALG00000003731	FBXO42	F-box protein 42 [Source:NCBI gene;Acc:419461]	21	4339299	4377676	-1	protein_coding	2.49741220767154	0.358149764731543	6.01700719154783	0.0141686540226681	0.0404068038652357
ENSGALG00000003732	UCK1	uridine-cytidine kinase 1 [Source:NCBI gene;Acc:771901]	17	6532711	6537248	-1	protein_coding	0.030322421163551	4.88432248051366	0.0588607791319545	0.808305670376665	0.87485668647036
ENSGALG00000003733	LIFR	leukemia inhibitory factor receptor alpha [Source:NCBI gene;Acc:395262]	Z	12007437	12057034	-1	protein_coding	0.798875576438646	5.64541649655906	68.8652512459305	1.05426137718247e-16	2.96407518087428e-15
ENSGALG00000003734	SZRD1	SUZ RNA binding domain containing 1 [Source:NCBI gene;Acc:419462]	21	4377697	4391855	1	protein_coding	-0.269897681363463	4.88163668351885	4.58687608100926	0.032217683533645	0.0775477187699121
ENSGALG00000003738	EMC3	ER membrane protein complex subunit 3 [Source:NCBI gene;Acc:415936]	12	3201509	3205400	1	protein_coding	-0.0776178205429294	6.10180670349409	0.898556243801081	0.343169130415902	0.470887499765784
ENSGALG00000003743	VPS37B	VPS37B, ESCRT-I subunit [Source:NCBI gene;Acc:416835]	15	5528999	5539743	1	protein_coding	-0.915985799960067	1.98260758153586	5.55139197936119	0.0184659959787488	0.0503623547696803
ENSGALG00000003744	ADAM19	ADAM metallopeptidase domain 19 [Source:NCBI gene;Acc:416244]	13	12027893	12054652	1	protein_coding	-3.07678761551866	0.0951015059865548	4.96157886757007	0.0259165340493601	0.0654004056696661
ENSGALG00000003745	NECAP2	NECAP endocytosis associated 2 [Source:NCBI gene;Acc:419464]	21	4391515	4398036	1	protein_coding	-0.133296430403434	2.38788388697287	0.177084458724028	0.673890876420541	0.77135252834791
ENSGALG00000003748	ANO5	anoctamin 5 [Source:NCBI gene;Acc:422973]	5	2963916	3014137	1	protein_coding	0.44944315255116	4.38058367167078	9.06215762626032	0.00260953866401211	0.0101398137668198
ENSGALG00000003750	PLCG1	phospholipase C gamma 1 [Source:NCBI gene;Acc:419175]	20	4900259	4930546	1	protein_coding	0.27468870530338	5.79844955366043	9.1957767312179	0.00242574136088502	0.00951861973544213
ENSGALG00000003753	CYLD	CYLD lysine 63 deubiquitinase [Source:NCBI gene;Acc:415725]	11	6153713	6171640	-1	protein_coding	-0.354206367227661	1.29673486117601	0.470571736548929	0.492724260542314	0.616028199984468
ENSGALG00000003757	POMT1	protein O-mannosyltransferase 1 [Source:NCBI gene;Acc:417175]	17	6519929	6533687	1	protein_coding	0.322355970524367	3.26505571728872	2.06639776865406	0.15057681045816	0.25592537243696
ENSGALG00000003758	MREG	melanoregulin [Source:NCBI gene;Acc:424013]	7	4556218	4564139	-1	protein_coding	1.54856541927977	1.26505163835846	8.17480598089203	0.00424762123958253	0.015318961847032
ENSGALG00000003759	RORA	RAR related orphan receptor A [Source:NCBI gene;Acc:415377]	10	5138735	5486292	1	protein_coding	-1.59955078611259	3.7786442802265	60.9293357804451	5.91606653318636e-15	1.45397150037578e-13
ENSGALG00000003765	A1CF	APOBEC1 complementation factor [Source:NCBI gene;Acc:423680]	6	10482683	10502453	-1	protein_coding	-0.332355475162291	0.473616267876519	0.156895718894317	0.69203078443029	0.784590505193485
ENSGALG00000003767	NKD1	naked cuticle homolog 1 [Source:NCBI gene;Acc:415729]	11	6241053	6411630	-1	protein_coding	-0.201926741776559	4.52133077744783	1.99665758360771	0.157646507784121	0.265504703403083
ENSGALG00000003770	ANXA2	annexin A2 pseudogene 2 [Source:NCBI gene;Acc:396297]	10	5524170	5556443	1	protein_coding	-0.0874355969321747	7.10063621973968	2.25568977869852	0.133124126004725	0.232745094138164
ENSGALG00000003771	SIN3B	SIN3 transcription regulator family member B [Source:NCBI gene;Acc:420140]	28	4364672	4376473	-1	protein_coding	0.0254976205656129	1.70391522783712	0.00365200616637207	0.951811707713245	0.967577637561785
ENSGALG00000003775	RICTOR	RPTOR independent companion of MTOR complex 2 [Source:NCBI gene;Acc:427447]	Z	12187279	12262599	-1	protein_coding	1.3254551376292	1.77320721747666	9.91639842992471	0.00163812622061608	0.00675373343931542
ENSGALG00000003777	NELL1	neural EGFL like 1 [Source:NCBI gene;Acc:770845]	5	2461637	2746195	1	protein_coding	-1.08348190754149	0.528060393452876	1.66321968862709	0.197169168093948	0.317624348801116
ENSGALG00000003778	TMEM38A	transmembrane protein 38A [Source:NCBI gene;Acc:771253]	28	4384819	4391056	-1	protein_coding	0.310374040096355	4.26106772070286	3.97269023525705	0.0462438348857223	0.104340081233752
ENSGALG00000003781	SUN1	Sad1 and UNC84 domain containing 1 [Source:NCBI gene;Acc:416449]	14	2550586	2578126	1	protein_coding	-0.244348372671588	3.96297510862568	1.95203593286466	0.162367628406769	0.272327516183716
ENSGALG00000003786	BRD7	bromodomain containing 7 [Source:NCBI gene;Acc:415730]	11	6508615	6522917	1	protein_coding	-0.0094397294464611	7.93776651192558	0.0461431892582338	0.829915722514291	0.889285316758708
ENSGALG00000003788	BNIP2	BCL2 interacting protein 2 [Source:NCBI gene;Acc:415379]	10	5823812	5839785	1	protein_coding	-0.0816047824955838	4.55451906066157	0.335976227471255	0.562161079471391	0.677089324167849
ENSGALG00000003792	FYB	FYN binding protein [Source:NCBI gene;Acc:427448]	Z	12272880	12313334	-1	protein_coding	-3.80893510686642	0.296731893562913	8.68254691570742	0.00321271705272328	0.0120688218355398
ENSGALG00000003793	GTF2A2	general transcription factor IIA subunit 2 [Source:NCBI gene;Acc:770910]	10	5843239	5848304	1	protein_coding	0.165575401000045	7.81069722770517	13.1056812711243	0.000294401593069775	0.00154539252667125
ENSGALG00000003794	SLC35E1	solute carrier family 35 member E1 [Source:NCBI gene;Acc:420143]	28	4412468	4417567	1	protein_coding	1.43710731078	2.09514791020856	15.1714347584591	9.81774220568389e-05	0.000593719437452948
ENSGALG00000003795	DENR	density regulated re-initiation and release factor [Source:NCBI gene;Acc:771794]	15	5566666	5572747	-1	protein_coding	-0.155197016612557	7.76797139998291	11.0781550583614	0.000873506666753774	0.00393023108543592
ENSGALG00000003798	GET4	golgi to ER traffic protein 4 [Source:NCBI gene;Acc:416450]	14	2579659	2589053	1	protein_coding	-0.226060321469495	5.78009962190925	6.05321701313397	0.0138809842541517	0.039797589666201
ENSGALG00000003799	USP4	ubiquitin specific peptidase 4 [Source:NCBI gene;Acc:415937]	12	3209127	3238321	-1	protein_coding	0.231056260712083	3.62494917269451	1.38670352606415	0.238962584897223	0.362646230964928
ENSGALG00000003800	PABPC4	poly(A) binding protein cytoplasmic 4 [Source:NCBI gene;Acc:419674]	23	5616117	5628117	-1	protein_coding	0.897008262398771	0.77318467187656	1.70858364803506	0.191169238085189	0.310191511865074
ENSGALG00000003802	OTUD7A	OTU deubiquitinase 7A [Source:NCBI gene;Acc:415380]	10	5926089	5995672	1	protein_coding	-0.637878998031739	2.34301141807273	3.75736497139084	0.0525753708729883	0.115378908124779
ENSGALG00000003806	RHOA	ras homolog family member A [Source:NCBI gene;Acc:395442]	12	3243952	3262378	-1	protein_coding	0.122768335399883	9.92947744965849	27.2501679205545	1.78759604110057e-07	1.88593138324362e-06
ENSGALG00000003807	GPN3	GPN-loop GTPase 3 [Source:NCBI gene;Acc:427696]	15	5572249	5577062	1	protein_coding	-0.154490997295432	6.05386424535338	3.43120443185852	0.063975428755068	0.133364927179625
ENSGALG00000003812	UBE2F	ubiquitin conjugating enzyme E2 F (putative) [Source:NCBI gene;Acc:424015]	7	4582880	4684385	1	protein_coding	-0.520593663305971	7.6442488829276	111.827305851273	3.89829591259476e-26	1.88593234690395e-24
ENSGALG00000003815	RPN2	ribophorin II [Source:NCBI gene;Acc:419177]	20	5019515	5049331	1	protein_coding	-0.13086428983547	6.87437063639758	4.32565948082161	0.0375418639988127	0.0878621964147414
ENSGALG00000003816	NT5C1A	5'-nucleotidase, cytosolic IA [Source:NCBI gene;Acc:419675]	23	5644988	5652023	-1	protein_coding	-0.737486551987037	0.860635262535139	1.23225838486015	0.266968285167423	0.386109609090326
ENSGALG00000003820	ARPC3	actin related protein 2/3 complex subunit 3 [Source:NCBI gene;Acc:416837]	15	5578016	5582595	1	protein_coding	0.109970149279015	7.28062231867985	4.05454395071533	0.0440526164408206	0.100195912870482
ENSGALG00000003821	RAMP1	receptor activity modifying protein 1 [Source:NCBI gene;Acc:424016]	7	4685059	4695434	-1	protein_coding	-0.245284496770079	3.64967300406225	1.56471225645299	0.210976587007249	0.33452974548787
ENSGALG00000003824	CHERP	calcium homeostasis endoplasmic reticulum protein [Source:NCBI gene;Acc:420144]	28	4420685	4433351	1	protein_coding	0.0880848533643964	5.27305646992629	0.653987458148886	0.41869065643809	0.546382105860103
ENSGALG00000003826	ANAPC7	anaphase promoting complex subunit 7 [Source:NCBI gene;Acc:416838]	15	5583594	5591583	1	protein_coding	0.0205648056731429	4.7731812802667	0.0250203382017173	0.874316393202535	0.917186761378709
ENSGALG00000003829	HPCAL4	hippocalcin like 4 [Source:NCBI gene;Acc:419676]	23	5653211	5655702	-1	protein_coding	0.441129915344721	2.94312746146029	3.02801314861649	0.0818381743704613	0.160011285770754
ENSGALG00000003832	TEX264	testis expressed 264 [Source:NCBI gene;Acc:415938]	12	3286872	3310838	1	protein_coding	-0.0263648532977161	5.27301426552776	0.0583827005552688	0.80907065267667	0.87518608653919
ENSGALG00000003833	CACNA1E	calcium voltage-gated channel subunit alpha1 E [Source:NCBI gene;Acc:424412]	8	6089202	6161870	-1	protein_coding	-1.73502044409928	0.528057861581026	3.81966979683137	0.0506542198223468	0.112425750699694
ENSGALG00000003837	ADCY7	adenylate cyclase 7 [Source:NCBI gene;Acc:415732]	11	6526571	6580958	-1	protein_coding	0.590926129307886	0.680073328015583	0.670134672129092	0.41300465814764	0.540363279948318
ENSGALG00000003838		protein FAM49A-like [Source:NCBI gene;Acc:419677]	23	5656815	5662254	1	protein_coding	-0.682376587307324	1.2650223649046	1.64126821833588	0.200151552314557	0.321319532415298
ENSGALG00000003842	GHRH	growth hormone releasing hormone [Source:NCBI gene;Acc:419178]	20	5042743	5050245	-1	protein_coding	-2.23838025544043	-0.0568988385323377	2.48083117852259	0.115241337468191	0.208015684708672
ENSGALG00000003845	MKNK2	MAP kinase interacting serine/threonine kinase 2 [Source:NCBI gene;Acc:429269]	28	2220234	2226350	1	protein_coding	1.38949438043563	0.0951094214375451	1.3725875948189	0.241367796212576	0.364547269983368
ENSGALG00000003851	TRIT1	tRNA isopentenyltransferase 1 [Source:NCBI gene;Acc:419678]	23	5664869	5678872	-1	protein_coding	0.270190256636665	3.95808687143164	2.41920234679001	0.119855946263535	0.214649468546001
ENSGALG00000003854	IFT81	intraflagellar transport 81 [Source:NCBI gene;Acc:416839]	15	5671460	5710128	-1	protein_coding	0.415002187479516	3.55457514798086	4.24440225904055	0.0393799300715875	0.0914465835608323
ENSGALG00000003859	KRT222	keratin 222 [Source:NCBI gene;Acc:420046]	27	7320674	7326276	-1	protein_coding	-0.0035461003133465	1.16549564389534	4.20890846648536e-05	0.994823672384778	0.997285281794159
ENSGALG00000003860	MID2	midline 2 [Source:NCBI gene;Acc:422131]	4	1724355	1762986	-1	protein_coding	-0.092862796328937	0.417033990397163	0.011401354371257	0.914965795506062	0.941979739621847
ENSGALG00000003861		HECT and RLD domain containing E3 ubiquitin protein ligase 4 [Source:NCBI gene;Acc:423683]	6	11141114	11168922	-1	protein_coding	0.374546060855634	3.65585924207437	3.72685454401435	0.0535441363439271	0.115378908124779
ENSGALG00000003862	LRRFIP1	LRR binding FLII interacting protein 1 [Source:NCBI gene;Acc:428996]	7	4706293	4793733	-1	protein_coding	-0.0404039622714174	3.10409319731614	0.0285671601075999	0.865782306797334	0.910635782489801
ENSGALG00000003870	MED7	mediator complex subunit 7 [Source:NCBI gene;Acc:100857575]	13	12159620	12161948	1	protein_coding	0.207962776710578	5.48922197188422	4.24883027082958	0.0392773751599411	0.0912564449596659
ENSGALG00000003875	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:NCBI gene;Acc:417181]	17	6313958	6334825	1	protein_coding	-0.726074410925342	1.88168563241046	3.27540978514444	0.0703253616766037	0.143564794603065
ENSGALG00000003876	TIMD4	T-cell immunoglobulin and mucin domain containing 4 [Source:NCBI gene;Acc:416250]	13	12172827	12188986	1	protein_coding	0.175047894944102	0.0951067841231255	0.0229588128619085	0.87956422741301	0.918906618364659
ENSGALG00000003878	PIN4	peptidylprolyl cis/trans isomerase, NIMA-interacting 4 [Source:NCBI gene;Acc:422134]	4	1675565	1676294	-1	protein_coding	0.300814254767676	8.77580705029388	80.9408898669734	2.32571241327095e-19	7.83014147916301e-18
ENSGALG00000003879	MFSD2A	major facilitator superfamily domain containing 2A [Source:NCBI gene;Acc:419679]	23	5688384	5696791	1	protein_coding	0.0104388667959139	4.27700556435742	0.00452454390595425	0.946370954630565	0.963414602154718
ENSGALG00000003880	STX10	syntaxin 10 [Source:NCBI gene;Acc:424413]	8	6189807	6203800	1	protein_coding	0.227715130612931	4.05397966652902	1.84159518012599	0.174764097423789	0.289075374454257
ENSGALG00000003881	ERCC6L	ERCC excision repair 6 like, spindle assembly checkpoint helicase [Source:NCBI gene;Acc:422135]	4	1669055	1673130	1	protein_coding	0.0911987776759077	1.7273768805985	0.0478000516448431	0.826936544838112	0.888395442121432
ENSGALG00000003882	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:NCBI gene;Acc:420047]	27	7303677	7318189	-1	protein_coding	0.0650861065939307	7.99399382649353	2.28105338141755	0.130962898668222	0.229639433746401
ENSGALG00000003883	MTMR10	myotubularin related protein 10 [Source:NCBI gene;Acc:415382]	10	6184394	6221492	1	protein_coding	-0.0608039493170993	4.52136224932796	0.182334120713906	0.669374960355109	0.767245151997211
ENSGALG00000003891	ZNF423	zinc finger protein 423 [Source:NCBI gene;Acc:415738]	11	6697537	6892810	1	protein_coding	0.240705447200637	5.81494973359765	7.14165559258311	0.00753135960737235	0.0245408987206247
ENSGALG00000003893	XPR1	xenotropic and polytropic retrovirus receptor 1 [Source:NCBI gene;Acc:424415]	8	6212265	6287512	-1	protein_coding	-0.228735385943807	3.84461794301968	1.57100631757162	0.210060932181915	0.334180774942049
