Gene stable ID	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type	logFC	logCPM	LR	PValue	FDR
ENSGALG00000004882	PPCS	phosphopantothenoylcysteine synthetase [Source:NCBI gene;Acc:100859789]	21	6444377	6447573	-1	protein_coding	-0.311887175764746	6.04854447838133	23.4990809096534	1.24973453885889e-06	3.83187624318255e-06
ENSGALG00000004885	SLC24A5	solute carrier family 24 member 5 [Source:NCBI gene;Acc:415431]	10	10495517	10503481	1	protein_coding	0.1976679205157	0.77145150231386	0.1875694347611	0.664947301812152	0.720733633681613
ENSGALG00000004889	SLC2A1	solute carrier family 2 member 1 [Source:NCBI gene;Acc:396130]	21	6460791	6475374	-1	protein_coding	-0.782593144043731	4.38064891522101	45.1138993438611	1.85901261071998e-11	8.18024378229788e-11
ENSGALG00000004897	GTSE1	G2 and S-phase expressed 1 [Source:NCBI gene;Acc:425204]	1	15836984	15848465	1	protein_coding	0.020203803223687	4.76977782884213	0.041189350267234	0.839172865681318	0.872915556184681
ENSGALG00000004899	PEPD	peptidase D [Source:NCBI gene;Acc:415776]	11	10315327	10439917	-1	protein_coding	-0.560792417970708	6.03116399709417	73.9815956857661	7.88487491841034e-18	4.83639766492259e-17
ENSGALG00000004900	RFLNB	refilin B [Source:NCBI gene;Acc:417623]	19	7138271	7140397	1	protein_coding	-1.56820170890005	-0.895973677469159	1.35132666082742	0.245046322035971	0.306074027209538
ENSGALG00000004901	CORO1C	coronin 1C [Source:NCBI gene;Acc:416893]	15	6818553	6868398	-1	protein_coding	-1.08651379364198	6.59082641504234	384.451400441634	1.33609105970055e-85	3.86043557093739e-84
ENSGALG00000004902	TOM1L2	target of myb1 like 2 membrane trafficking protein [Source:NCBI gene;Acc:416509]	14	5319981	5371193	-1	protein_coding	-0.945727763559813	3.32031552025922	30.4379631268907	3.44715622550745e-08	1.2054751918436e-07
ENSGALG00000004903	CHST8	carbohydrate sulfotransferase 8 [Source:NCBI gene;Acc:769263]	11	10491009	10661037	1	protein_coding	-1.62166391642262	1.73079431038396	24.470832156641	7.54433444210865e-07	2.3560689594053e-06
ENSGALG00000004907	KCTD15	potassium channel tetramerization domain containing 15 [Source:NCBI gene;Acc:415779]	11	10693177	10733016	1	protein_coding	1.23197526846325	0.0609606960638752	3.22139103703598	0.0726818413468428	0.109274260033209
ENSGALG00000004908		phosphoribosyl pyrophosphate synthetase 1-like 1 [Source:NCBI gene;Acc:422185]	4	1971968	1982270	1	protein_coding	0.122690913722826	4.69253183506526	1.43929544660696	0.230253386516714	0.297087924697506
ENSGALG00000004916	DRC3	dynein regulatory complex subunit 3 [Source:NCBI gene;Acc:416510]	14	5371507	5386809	1	protein_coding	1.67559904933426	0.970767878656411	14.0157602407363	0.000181284770178326	0.000438298583669571
ENSGALG00000004917	DOC2B	double C2 domain beta [Source:NCBI gene;Acc:417624]	19	7178655	7196511	1	protein_coding	-1.76202326037758	1.82390214764227	30.3147319423925	3.67325400581919e-08	1.28172137894394e-07
ENSGALG00000004918	RAB9B	RAB9B, member RAS oncogene family [Source:NCBI gene;Acc:422187]	4	1990182	1993850	1	protein_coding	-0.462036594894264	1.49229372140452	1.89001981409893	0.169199686842461	0.227316101018785
ENSGALG00000004920	TRUB2	TruB pseudouridine synthase family member 2 [Source:NCBI gene;Acc:417218]	17	5358563	5362524	1	protein_coding	-0.43980733375853	3.66400580435571	8.81280816219316	0.00299123313960128	0.00604331228567465
ENSGALG00000004921	SLC6A1	solute carrier family 6 member 1 [Source:NCBI gene;Acc:415960]	12	4639388	4696883	1	protein_coding	1.33455058126973	2.34750033339048	28.625335171963	8.78255491563243e-08	2.97675627304982e-07
ENSGALG00000004926	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2 [Source:NCBI gene;Acc:416511]	14	5387747	5392015	-1	protein_coding	0.0120099225766613	5.25018920607773	0.0203188731130122	0.886650102304894	0.914689394235338
ENSGALG00000004927	COQ4	coenzyme Q4 [Source:NCBI gene;Acc:417219]	17	5355051	5360831	-1	protein_coding	0.0503829096106911	1.89920724532005	0.0316714517213088	0.858750660355646	0.890366515592898
ENSGALG00000004929	GID4	GID complex subunit 4 homolog [Source:NCBI gene;Acc:416512]	14	5391949	5398965	1	protein_coding	0.999393918523974	0.226020144316568	2.63130191612751	0.104775767990294	0.147853056339468
ENSGALG00000004932	ATG7	autophagy related 7 [Source:NCBI gene;Acc:415961]	12	4788083	4877625	1	protein_coding	-0.116620074695756	2.69604016066213	0.310659789132758	0.577275594345712	0.639602959312918
ENSGALG00000004935	LSM14A	LSM14A, mRNA processing body assembly factor [Source:NCBI gene;Acc:415781]	11	10872994	10891271	1	protein_coding	-0.0708909536819902	6.30714357075864	1.4576797561392	0.227299656893796	0.29576340897024
ENSGALG00000004937	VGLL4	vestigial like family member 4 [Source:NCBI gene;Acc:415962]	12	4897543	4976871	-1	protein_coding	0.104501417987367	4.87610890870026	1.1868327448906	0.275969361361111	0.340153260474349
ENSGALG00000004940	TAMM41	TAM41 mitochondrial translocator assembly and maintenance homolog [Source:NCBI gene;Acc:427581]	12	4989551	5012049	-1	protein_coding	-0.497477185420978	3.20637690033174	8.08092277492171	0.00447336612743513	0.00872094721373788
ENSGALG00000004943	SS18L2	SS18 like 2 [Source:NCBI gene;Acc:769135]	11	10891878	10903620	1	protein_coding	0.0633086851489675	2.94137852366136	0.109936972332299	0.740215903306662	0.786979041229409
ENSGALG00000004947	POLR3A	RNA polymerase III subunit A [Source:NCBI gene;Acc:423727]	6	14006542	14037322	1	protein_coding	-0.484825083916024	3.62756725531443	10.4044173983693	0.00125714219110336	0.00272495123418429
ENSGALG00000004948	GLA	galactosidase alpha [Source:NCBI gene;Acc:422188]	4	2019981	2025100	1	protein_coding	-0.41783469452142	1.16630807705508	1.17829726496911	0.27770291133327	0.341988700046097
ENSGALG00000004949	GARRE1	KIAA0355 [Source:NCBI gene;Acc:415782]	11	10895866	10936760	-1	protein_coding	0.909033426152085	1.63128193318223	7.99226864806092	0.00469775144286843	0.00912799773807309
ENSGALG00000004952	RPL36AL	ribosomal protein L36a [Source:NCBI gene;Acc:100859914]	4	2025936	2028063	-1	protein_coding	-0.364219306638776	11.5354353280083	1734.40342767011	0	0
ENSGALG00000004953	DRG2	developmentally regulated GTP binding protein 2 [Source:NCBI gene;Acc:416513]	14	5401997	5410520	1	protein_coding	0.274390010519697	6.74415012428596	29.2584729854796	6.33386543493476e-08	2.17462713266093e-07
ENSGALG00000004956	GPI	glucose-6-phosphate isomerase [Source:NCBI gene;Acc:415783]	11	10964811	10986960	1	protein_coding	0.496754550531159	7.59618749658331	166.686389027285	3.91681464523685e-38	4.72054670786725e-37
ENSGALG00000004957	RHBDD1	rhomboid domain containing 1 [Source:NCBI gene;Acc:424800]	9	9424788	9454131	1	protein_coding	-0.513362891311576	3.38723658162093	9.79723713061888	0.00174774258605462	0.00369266638694616
ENSGALG00000004958	BTK	Bruton tyrosine kinase [Source:NCBI gene;Acc:374075]	4	2028580	2039548	1	protein_coding	-1.57702274352741	2.26447128361632	35.3355591626175	2.77518625126734e-09	1.05290490651766e-08
ENSGALG00000004959	IRS1	uncharacterized LOC107051846 [Source:NCBI gene;Acc:107051846]	9	9398655	9402191	-1	protein_coding	0.774292630406519	-0.735507988690686	0.375982459716781	0.539761237559789	0.604045475965966
ENSGALG00000004960	FBN1	fibrillin 1 [Source:NCBI gene;Acc:373992]	10	10623539	10768837	-1	protein_coding	0.280154473071948	0.338492828224392	0.244780025774344	0.620774845066694	0.67960879563007
ENSGALG00000004963	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast) [Source:NCBI gene;Acc:422190]	4	2039702	2042007	1	protein_coding	0.00988670971982573	7.36862136680001	0.0574819415845154	0.810521032552202	0.846674426341506
ENSGALG00000004965	SLC27A4	solute carrier family 27 member 4 [Source:NCBI gene;Acc:417220]	17	5345787	5353651	-1	protein_coding	0.595071279747905	-0.029239103694918	0.714396981468164	0.397987973765911	0.463875610748683
ENSGALG00000004966	NYAP2	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2 [Source:NCBI gene;Acc:424802]	9	8894774	9020869	1	protein_coding	-2.78577013745087	-0.735509268432402	4.05391326274855	0.0440690755353981	0.0695947181207671
ENSGALG00000004971	URM1	ubiquitin related modifier 1 [Source:NCBI gene;Acc:417221]	17	5320444	5338453	-1	protein_coding	0.839279397057661	9.23475619556136	1279.71262248979	2.8972097743367e-280	3.62118668873274e-278
ENSGALG00000004974	PPARG	peroxisome proliferator-activated receptor gamma [Source:NCBI gene;Acc:373928]	12	5238244	5289513	1	protein_coding	-1.11569986993152	1.24537468449093	8.40955295759545	0.00373254431359421	0.00741575691095231
ENSGALG00000004975		magnesium transporter NIPA2-like [Source:NCBI gene;Acc:769755]	4	2041814	2045101	-1	protein_coding	-1.04093436976443	2.93540103658867	27.5464236088536	1.53368698229284e-07	5.08516661431461e-07
ENSGALG00000004980	KCNMA1	potassium calcium-activated channel subfamily M alpha 1 [Source:NCBI gene;Acc:374065]	6	14211114	14648816	1	protein_coding	1.5613907481665	3.09875124245817	66.094574423187	4.29797246500318e-16	2.42447493411234e-15
ENSGALG00000004981	TSEN2	tRNA splicing endonuclease subunit 2 [Source:NCBI gene;Acc:415965]	12	5326624	5336795	1	protein_coding	0.565606087318988	4.64414054240828	29.1435181676832	6.72102222106519e-08	2.30399541408719e-07
ENSGALG00000004986	CERCAM	cerebral endothelial cell adhesion molecule [Source:NCBI gene;Acc:427768]	17	5306106	5311904	-1	protein_coding	-1.56239664731463	3.75459008895619	103.674729985379	2.38412781121503e-24	1.88493516502886e-23
ENSGALG00000004991	MKRN2	makorin ring finger protein 2 [Source:NCBI gene;Acc:374162]	12	5340144	5355247	1	protein_coding	-0.0420827303097554	3.22113020144726	0.0595251179407636	0.807248091188267	0.844382782110892
ENSGALG00000004997	FLII	FLII, actin remodeling protein [Source:NCBI gene;Acc:416515]	14	5467856	5475958	-1	protein_coding	-1.57463435361915	2.33846993361046	37.2811189663351	1.02269967011587e-09	4.01712963642971e-09
ENSGALG00000004998	RAF1	Raf-1 proto-oncogene, serine/threonine kinase [Source:NCBI gene;Acc:396245]	12	5353662	5392350	-1	protein_coding	-0.293604896818746	4.19397105807342	5.76485202607904	0.0163498617193491	0.0289519041334033
ENSGALG00000004999	TAF7	TATA-box binding protein associated factor 7 [Source:NCBI gene;Acc:422192]	4	2044717	2051320	1	protein_coding	-0.415481991216589	1.50841317041876	1.55298829338492	0.212694829505907	0.279241978451989
ENSGALG00000005000	COMTD1	catechol-O-methyltransferase domain containing 1 [Source:NCBI gene;Acc:423730]	6	15671950	15678555	1	protein_coding	-0.828360809833506	3.57495160728712	28.4114875272244	9.808158813926e-08	3.30323822725137e-07
ENSGALG00000005001	CNBP	CCHC-type zinc finger nucleic acid binding protein [Source:NCBI gene;Acc:395731]	12	5392472	5461851	1	protein_coding	0.371164684090541	9.6675560359443	331.918255728673	3.67275799159605e-74	8.74855672345063e-73
ENSGALG00000005002	VDAC2	voltage dependent anion channel 2 [Source:NCBI gene;Acc:395498]	6	15691878	15706094	-1	protein_coding	-0.523350417966788	8.74859291117119	377.993564627247	3.40248921349936e-84	9.39188337741115e-83
ENSGALG00000005004	SAMD8	sterile alpha motif domain containing 8 [Source:NCBI gene;Acc:428946]	6	15720706	15732613	-1	protein_coding	0.049637444729759	0.823919650610269	0.0124302742827975	0.911226891109957	0.934671962845666
ENSGALG00000005005	MIEF2	mitochondrial elongation factor 2 [Source:NCBI gene;Acc:416516]	14	5476096	5480584	1	protein_coding	-0.968477776682342	2.55570167758157	18.161599941499	2.02929556037692e-05	5.47378365994976e-05
ENSGALG00000005006	UBA2	ubiquitin like modifier activating enzyme 2 [Source:NCBI gene;Acc:415784]	11	11119446	11136709	-1	protein_coding	-0.0446504055050201	6.09403975180477	0.500640938567835	0.479218634658475	0.546247370831117
ENSGALG00000005007		dual specificity phosphatase 13-like [Source:NCBI gene;Acc:423731]	6	15747223	15762578	1	protein_coding	0.050045287861271	1.26449161767214	0.0186415904406854	0.891398982264071	0.918408295014552
ENSGALG00000005012		ISY1 splicing factor homolog [Source:NCBI gene;Acc:415968]	12	5462895	5472995	1	protein_coding	0.0957257959382071	5.94139683129769	2.07526287739162	0.149704145109818	0.203882089887563
ENSGALG00000005014		aryl hydrocarbon receptor interacting protein like 1 [Source:NCBI gene;Acc:769785]	4	2050685	2055056	1	protein_coding	-2.08398233944103	0.660415294793652	14.6752799905658	0.000127710266390293	0.000314581267344026
ENSGALG00000005016	ZNF608	zinc finger protein 608 [Source:NCBI gene;Acc:426810]	Z	79844243	79926708	1	protein_coding	0.130210589374548	3.08802888763045	0.517578924124094	0.471876275184901	0.538982614760944
ENSGALG00000005020		cat eye syndrome chromosome region, candidate 5-like [Source:NCBI gene;Acc:415969]	12	5473051	5484229	1	protein_coding	-0.387824463303466	0.14584614395825	0.375696535957447	0.53991542414911	0.604045475965966
ENSGALG00000005021	RAB43	RAB43, member RAS oncogene family [Source:NCBI gene;Acc:415970]	12	5493932	5506764	-1	protein_coding	-0.4005093570094	3.03892101702651	4.6642046603907	0.0307976844265666	0.0512174378174806
ENSGALG00000005024		EF-hand and coiled-coil domain containing 1 [Source:NCBI gene;Acc:415972]	12	5546824	5591184	-1	protein_coding	1.94489112802789	1.22602710155805	22.4685905391904	2.13608036133688e-06	6.40651332960675e-06
ENSGALG00000005028	TOP3A	topoisomerase (DNA) III alpha [Source:NCBI gene;Acc:416517]	14	5481753	5493655	-1	protein_coding	0.267043248511818	4.61835876592325	6.4597898556746	0.0110342693440553	0.0201188677566418
ENSGALG00000005030	DOCK10	dedicator of cytokinesis 10 [Source:NCBI gene;Acc:424803]	9	8661263	8781136	-1	protein_coding	-3.0284800737551	0.601518798411841	23.5343037221491	1.22706371797154e-06	3.76552736675663e-06
ENSGALG00000005034	ACAD9	acyl-CoA dehydrogenase family member 9 [Source:NCBI gene;Acc:415974]	12	5621659	5646173	-1	protein_coding	0.250361452004468	7.3081497635237	35.4097586235572	2.67145059628753e-09	1.01562598882783e-08
ENSGALG00000005035	KAT6B	lysine acetyltransferase 6B [Source:NCBI gene;Acc:423734]	6	15829762	15916612	-1	protein_coding	-0.46798512746816	3.30656895575842	7.70417158981851	0.00550933516720209	0.0106141053688874
ENSGALG00000005036	SH2D3C	SH2 domain containing 3C [Source:NCBI gene;Acc:417225]	17	5276316	5295621	1	protein_coding	-1.53893545434983	-0.12545663269091	3.73314887521809	0.0533427426462297	0.0827019017045117
ENSGALG00000005038	CENPI	centromere protein I [Source:NCBI gene;Acc:395207]	4	2078970	2095918	-1	protein_coding	-0.64911335830221	2.8044527521564	10.1368740355936	0.00145332412644166	0.0031149860467316
ENSGALG00000005042	IQSEC1	IQ motif and Sec7 domain 1 [Source:NCBI gene;Acc:415976]	12	5657062	5792880	-1	protein_coding	2.82938001927626	-0.735507260906979	4.26549761262789	0.0388938561717806	0.0628952127339062
ENSGALG00000005046	SHMT1	serine hydroxymethyltransferase 1 (soluble) [Source:NCBI gene;Acc:416520]	14	5503923	5511652	-1	protein_coding	1.60212126171356	-0.89597304866235	1.42185626307543	0.23309811279754	0.297087924697506
ENSGALG00000005054	DKC1	dyskerin pseudouridine synthase 1 [Source:NCBI gene;Acc:422196]	4	2116619	2125783	1	protein_coding	-0.235653371749352	7.2464732055518	30.0284109457944	4.25762332484331e-08	1.47867005512198e-07
ENSGALG00000005057	ADK	adenosine kinase [Source:NCBI gene;Acc:423735]	6	15948142	16221228	-1	protein_coding	-0.949910357481583	5.5370460733833	145.85697274279	1.39511211836417e-33	1.47943062008417e-32
ENSGALG00000005061	PPM1E	protein phosphatase, Mg2+/Mn2+ dependent 1E [Source:NCBI gene;Acc:417627]	19	7304190	7308630	1	protein_coding	0.228476378316023	4.03616822504819	3.14214620848	0.0762933537117175	0.114239772067458
ENSGALG00000005063	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 [Source:NCBI gene;Acc:395182]	17	5241787	5243598	1	protein_coding	0.0686800420105019	4.9590901504883	0.543131520514411	0.461137812592027	0.527638040246216
ENSGALG00000005064	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2 [Source:NCBI gene;Acc:416521]	14	5519249	5533877	1	protein_coding	0.878528731713985	6.75242109121109	290.94159152819	3.10022469807578e-65	6.45822088790168e-64
ENSGALG00000005065	PLA2G4A	phospholipase A2 group IVA [Source:NCBI gene;Acc:396394]	8	10608778	10684950	-1	protein_coding	0.0981252832688698	1.24538362651639	0.0705102542360505	0.790595294509094	0.828552459517373
ENSGALG00000005066	DPM2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory [Source:NCBI gene;Acc:771539]	17	5233790	5239994	1	protein_coding	0.12569201884113	5.88232469166141	3.43599711576889	0.0637900682474253	0.0971257485880591
ENSGALG00000005070	AP3M1	adaptor related protein complex 3 mu 1 subunit [Source:NCBI gene;Acc:423736]	6	16221445	16238150	1	protein_coding	-0.390788241846039	6.04507341460654	36.6626380898221	1.40445536999958e-09	5.46646659757708e-09
ENSGALG00000005071	MPP1	membrane palmitoylated protein 1 [Source:NCBI gene;Acc:422197]	4	2126107	2141053	-1	protein_coding	0.873063185963078	5.43664147135824	117.560220110904	2.16428098301573e-27	1.91989327392878e-26
ENSGALG00000005074	FAM102A	family with sequence similarity 102 member A [Source:NCBI gene;Acc:417228]	17	5201839	5237283	1	protein_coding	0.401175031770167	4.53819096421846	13.7247970181299	0.000211641636616287	0.000507064735240055
ENSGALG00000005076		guanylate cyclase 1, soluble, beta 4 [Source:NCBI gene;Acc:429128]	9	8632127	8646221	1	protein_coding	1.3405395219849	3.44287257363212	64.6253855243676	9.05808083821402e-16	5.04820096414293e-15
ENSGALG00000005077	F8	coagulation factor VIII [Source:NCBI gene;Acc:422199]	4	2144014	2164240	-1	protein_coding	-1.03129451832658	-0.12545613336226	1.80098460312661	0.179593506726978	0.239574548515323
ENSGALG00000005078	NUP210	nucleoporin 210 [Source:NCBI gene;Acc:415977]	12	6021285	6080368	-1	protein_coding	0.595069976290577	-0.0292386454479165	0.714394093488353	0.397988927452844	0.463875610748683
ENSGALG00000005079	VCL	vinculin [Source:NCBI gene;Acc:396422]	6	16242475	16296001	-1	protein_coding	-1.07663480489175	1.55571297127609	10.1880424384223	0.00141354298024882	0.00303615603635604
ENSGALG00000005080	C8H1orf27	chromosome 8 C1orf27 homolog [Source:NCBI gene;Acc:424455]	8	10813212	10837430	-1	protein_coding	0.469243354484259	1.99384835795965	2.93013297972729	0.0869403310732299	0.12823831401381
ENSGALG00000005084	TRIM37	tripartite motif containing 37 [Source:NCBI gene;Acc:417628]	19	7313633	7334393	-1	protein_coding	0.0893324147388284	5.17012315796432	1.06374231063346	0.302363199956101	0.367433716005208
ENSGALG00000005086	PLAU	plasminogen activator, urokinase [Source:NCBI gene;Acc:396424]	6	16341344	16349555	-1	protein_coding	0.588931596830847	1.33849690859233	2.70433917259331	0.100075542026113	0.142056567428079
ENSGALG00000005088	CAMK2G	calcium/calmodulin dependent protein kinase II gamma [Source:NCBI gene;Acc:423737]	6	16404371	16525081	1	protein_coding	-1.99216651617193	0.264486342937034	9.14720044652547	0.00249098893761833	0.0050965166345533
ENSGALG00000005092	HDAC11	histone deacetylase 11 [Source:NCBI gene;Acc:415978]	12	6100521	6125075	1	protein_coding	0.750222907392162	3.87768411912612	29.4983149291522	5.59653390939308e-08	1.92981535052972e-07
ENSGALG00000005093		SMG8 nonsense mediated mRNA decay factor [Source:NCBI gene;Acc:417630]	19	7348128	7352660	1	protein_coding	-0.394726825783347	4.50839378743755	12.9338110971629	0.000322700123132368	0.000756048055965556
ENSGALG00000005094	GRAPL	GRB2 related adaptor protein like [Source:NCBI gene;Acc:416523]	14	5564574	5568596	-1	protein_coding	-1.79535119089087	1.28333987493336	20.1319276429928	7.22799700311672e-06	2.04955999649937e-05
ENSGALG00000005095	SLC25A25	solute carrier family 25 member 25 [Source:NCBI gene;Acc:417230]	17	5166891	5181671	-1	protein_coding	-0.118792684695864	3.9083404781299	0.775400400873155	0.378551562545198	0.445279431294573
ENSGALG00000005096	B9D1	B9 domain containing 1 [Source:NCBI gene;Acc:416525]	14	5629436	5631869	-1	protein_coding	0.384898539359206	2.19647923378159	2.31357649154252	0.12824866059274	0.17735431382815
ENSGALG00000005099	ORM1	orosomucoid 1 (ovoglycoprotein) [Source:NCBI gene;Acc:395220]	17	5160792	5162562	1	protein_coding	-2.78576989417843	-0.735509392194501	4.0539127799101	0.0440690881385355	0.0695947181207671
ENSGALG00000005102	CDH4	cadherin 4 [Source:NCBI gene;Acc:419222]	20	7236310	7648851	1	protein_coding	-1.82391939191033	2.95903804117384	75.8027752248616	3.13460221451955e-18	1.95236926283961e-17
ENSGALG00000005103	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1 [Source:NCBI gene;Acc:417631]	19	7353284	7364909	1	protein_coding	0.377958805701706	1.10402856025842	0.9210261145868	0.337205692258033	0.402479602566583
ENSGALG00000005105	TPR	translocated promoter region, nuclear basket protein [Source:NCBI gene;Acc:424457]	8	10837334	10878877	1	protein_coding	-0.198562629620066	6.48461557376016	12.852325534112	0.000337060096086984	0.000788363437525569
ENSGALG00000005107		N-deacetylase and N-sulfotransferase 2 [Source:NCBI gene;Acc:423738]	6	16558510	16661215	1	protein_coding	1.62906311589086	-0.339578250953802	3.12073195154305	0.0773020531271972	0.115501415579173
ENSGALG00000005108	CUL3	cullin 3 [Source:NCBI gene;Acc:424804]	9	8558501	8609719	-1	protein_coding	-1.09537922914466	5.33044910641198	165.213558824132	8.21596734506496e-38	9.8168013691195e-37
ENSGALG00000005118	FAM124B	family with sequence similarity 124 member B [Source:NCBI gene;Acc:771342]	9	8549021	8551673	-1	protein_coding	-2.19836113190431	2.97071298271333	102.767573874104	3.76867842225903e-24	2.95855884045233e-23
ENSGALG00000005120	FBLN2	fibulin 2 [Source:NCBI gene;Acc:427583]	12	6210165	6279431	1	protein_coding	0.868705094939856	1.52436546956093	6.71715157570741	0.0095490016868528	0.0175807836419316
ENSGALG00000005121	TAF4	TATA-box binding protein associated factor 4 [Source:NCBI gene;Acc:419223]	20	7673996	7708555	-1	protein_coding	-0.484422162832169	-0.282997374363093	0.335248359031855	0.562584885198528	0.625632930271969
ENSGALG00000005122	MYO1H	myosin IH [Source:NCBI gene;Acc:768372]	15	7006773	7029577	1	protein_coding	-2.78577013745087	-0.735509268432402	4.05391326274855	0.0440690755353981	0.0695947181207671
ENSGALG00000005125	LSM14B	LSM family member 14B [Source:NCBI gene;Acc:771330]	20	7721897	7732856	1	protein_coding	0.359135863515114	1.50842202515373	1.1705945775108	0.27927910452804	0.343547579207112
ENSGALG00000005126	DHX40	DEAH-box helicase 40 [Source:NCBI gene;Acc:772090]	19	7410886	7423059	1	protein_coding	-0.00721032856681874	4.2739534576263	0.00370588295016816	0.951457992163862	0.965166761337844
ENSGALG00000005128	PTPDC1	protein tyrosine phosphatase domain containing 1 [Source:NCBI gene;Acc:415979]	12	6506037	6514868	-1	protein_coding	1.43805190207997	1.66043288999609	19.1779560392515	1.19080624139146e-05	3.29351780935818e-05
ENSGALG00000005132	CIAO2B	family with sequence similarity 96 member B [Source:NCBI gene;Acc:415789]	11	11193985	11196368	1	protein_coding	0.704343843014466	7.01720453785948	226.34034266788	3.74524410079242e-51	6.09094961655189e-50
ENSGALG00000005134	ZSWIM8	zinc finger SWIM-type containing 8 [Source:NCBI gene;Acc:423739]	6	16669233	16730354	-1	protein_coding	0.183432684975054	3.12509411453549	1.05466239577918	0.304435733552378	0.369709945418849
ENSGALG00000005135	SERPINE2	serpin family E member 2 [Source:NCBI gene;Acc:424805]	9	8473943	8497084	-1	protein_coding	-0.882542280522596	7.39358466258716	442.778023837884	2.69057708646218e-98	8.96107170952255e-97
ENSGALG00000005138	KCTD10	potassium channel tetramerization domain containing 10 [Source:NCBI gene;Acc:416900]	15	7032217	7041287	-1	protein_coding	0.503452538812783	2.84312424637418	6.39529934452022	0.0114422934249318	0.0207946531708775
ENSGALG00000005139	CLTC	clathrin heavy chain [Source:NCBI gene;Acc:395272]	19	7424483	7453824	1	protein_coding	-0.690525995788879	6.46085946555903	148.533570690895	3.62657328218867e-34	3.92050546074507e-33
ENSGALG00000005140	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator [Source:NCBI gene;Acc:415790]	11	11211167	11216791	1	protein_coding	1.23504195261302	2.97659331470483	39.6756727058637	2.99837214821556e-10	1.22130691236726e-09
ENSGALG00000005145	SS18L1	SS18L1, nBAF chromatin remodeling complex subunit [Source:NCBI gene;Acc:419225]	20	7741772	7756939	1	protein_coding	0.84114457308426	1.67478360798987	7.13200312850634	0.00757200893467664	0.0142697305433068
ENSGALG00000005147	AMY1A	amylase, alpha 1A; hepatic [Source:NCBI gene;Acc:414139]	8	11450029	11467906	-1	protein_coding	1.30677875752367	4.65329336416232	145.419146147064	1.73910610400712e-33	1.83025698211686e-32
ENSGALG00000005150	PTRH2	peptidyl-tRNA hydrolase 2 [Source:NCBI gene;Acc:417634]	19	7455383	7456543	-1	protein_coding	0.0628483154911826	7.45616412582745	2.46310208454882	0.116548404445907	0.162711401989994
ENSGALG00000005156		neurotrypsin-like [Source:NCBI gene;Acc:423740]	6	16746638	16758682	-1	protein_coding	2.34249489419362	-0.813510292648496	2.84368932375054	0.0917333714273443	0.133443553159611
ENSGALG00000005158	WDFY1	WD repeat and FYVE domain containing 1 [Source:NCBI gene;Acc:424806]	9	8445710	8469090	-1	protein_coding	-0.871630026162899	5.42264496251956	114.504108742959	1.01056640082249e-26	8.75509395852758e-26
ENSGALG00000005160	VMP1	vacuole membrane protein 1 [Source:NCBI gene;Acc:417635]	19	7456617	7512591	1	protein_coding	-0.106374725156822	4.56730684134889	0.989617729348074	0.319835822725214	0.385926205878651
ENSGALG00000005162	RNPC3	RNA binding region (RNP1, RRM) containing 3 [Source:NCBI gene;Acc:424458]	8	11468855	11483449	-1	protein_coding	-0.0506803830018963	4.20638557473556	0.174489061334088	0.676152667955633	0.729890565583548
ENSGALG00000005164	MTG2	mitochondrial ribosome associated GTPase 2 [Source:NCBI gene;Acc:419226]	20	7757151	7762240	1	protein_coding	0.343809649542844	5.23456131072831	16.3995493365083	5.12974245248494e-05	0.000132551115078844
ENSGALG00000005169	FUT11	fucosyltransferase 11 [Source:NCBI gene;Acc:395071]	6	16774824	16781124	-1	protein_coding	0.380304231885644	2.12509473053398	2.13854926425383	0.143637668807675	0.196510321955058
ENSGALG00000005171	AP1S3	adaptor related protein complex 1 sigma 3 subunit [Source:NCBI gene;Acc:424807]	9	8423201	8439506	-1	protein_coding	0.973773206463371	7.35496471270633	527.700161704662	8.93908675494088e-117	3.57692090150944e-115
ENSGALG00000005173	TUBD1	tubulin delta 1 [Source:NCBI gene;Acc:417636]	19	7521816	7528589	-1	protein_coding	-0.299452969272628	3.14583846102107	2.83287105710105	0.0923531213794061	0.134257203636241
ENSGALG00000005181		SEC24 homolog C, COPII coat complex component [Source:NCBI gene;Acc:423742]	6	16782708	16809817	-1	protein_coding	-1.56059660341269	3.8462220758665	110.445894416668	7.82522986004144e-26	6.54987637043649e-25
ENSGALG00000005188	MINDY4	family with sequence similarity 188 member B [Source:NCBI gene;Acc:420383]	2	1070522	1138100	1	protein_coding	0.683174647759162	2.69605787670249	10.4459231314244	0.00122920458947904	0.00266855422587136
ENSGALG00000005195	OSBPL2	oxysterol binding protein like 2 [Source:NCBI gene;Acc:419227]	20	7793104	7823035	1	protein_coding	-0.247241885153105	3.36528331279254	2.26862030429647	0.132017384483719	0.182158445174509
